pivot,inflection,similarity,category
absorbować,absorbowaliśmy,0.9261828,V;PST;1;PL;MASC;HUM
absorbować,absorbowali,0.9538224,V;PST;3;PL;MASC;HUM
absorbować,absorbowało,0.975023,V;PST;3;SG;NEUT
absorbować,absorbował,0.95683956,V;PST;3;SG;MASC
absorbować,absorbowałyście,0.90673053,V;PST;2;PL
absorbować,absorbowałyśmy,0.92815334,V;PST;1;PL
absorbować,absorbowały,0.9570284,V;PST;3;PL
absorbować,absorbują,0.94730186,V;PRS;3;PL
absorbować,absorbujecie,0.9622889,V;PRS;2;PL
absorbować,absorbujemy,0.94413716,V;PRS;1;PL
absorbować,absorbujesz,0.9655134,V;PRS;2;SG
absorbować,absorbuję,0.9463997,V;PRS;1;SG
absorbować,absorbuje,0.90466326,V;PRS;3;SG
absorbować,będą absorbowali,0.911013,V;FUT;3;PL;MASC;HUM
absorbować,będą absorbowały,0.9194697,V;FUT;3;PL
absorbować,będę absorbowała,0.90856576,V;FUT;1;SG;FEM
absorbować,będę absorbował,0.91036445,V;FUT;1;SG;MASC
absorbować,będzie absorbowała,0.80390024,V;FUT;3;SG;FEM
absorbować,będzie absorbowało,0.7761444,V;FUT;3;SG;NEUT
absorbować,będzie absorbował,0.7886514,V;FUT;3;SG;MASC
absorbować,będziecie absorbowali,0.8603706,V;FUT;2;PL;MASC;HUM
absorbować,będziecie absorbowały,0.84709674,V;FUT;2;PL
absorbować,będziemy absorbowali,0.8426718,V;FUT;1;PL;MASC;HUM
absorbować,będziemy absorbowały,0.8342883,V;FUT;1;PL
absorbować,będziesz absorbowała,0.8597887,V;FUT;2;SG;FEM
absorbować,będziesz absorbował,0.8333603,V;FUT;2;SG;MASC
analizować,analizowałam,0.89604634,V;PST;1;SG;FEM
analizować,analizowałaś,0.90239656,V;PST;2;SG;FEM
analizować,analizowała,0.9212473,V;PST;3;SG;FEM
analizować,analizowałem,0.869437,V;PST;1;SG;MASC
analizować,analizowałeś,0.87391025,V;PST;2;SG;MASC
analizować,analizowaliście,0.8502361,V;PST;2;PL;MASC;HUM
analizować,analizowaliśmy,0.86290824,V;PST;1;PL;MASC;HUM
analizować,analizowali,0.8390005,V;PST;3;PL;MASC;HUM
analizować,analizowało,0.938106,V;PST;3;SG;NEUT
analizować,analizował,0.9203282,V;PST;3;SG;MASC
analizować,analizowałyście,0.8666896,V;PST;2;PL
analizować,analizowałyśmy,0.85450554,V;PST;1;PL
analizować,analizowały,0.91545033,V;PST;3;PL
analizować,analizują,0.9137726,V;PRS;3;PL
analizować,analizujecie,0.8696088,V;PRS;2;PL
analizować,analizujemy,0.8918608,V;PRS;1;PL
analizować,analizujesz,0.8814433,V;PRS;2;SG
analizować,analizuję,0.8526876,V;PRS;1;SG
analizować,analizuje,0.9454825,V;PRS;3;SG
analizować,będą analizowali,0.8865079,V;FUT;3;PL;MASC;HUM
analizować,będą analizowały,0.8918497,V;FUT;3;PL
analizować,będę analizowała,0.86384964,V;FUT;1;SG;FEM
analizować,będę analizował,0.85596055,V;FUT;1;SG;MASC
analizować,będzie analizowała,0.86044973,V;FUT;3;SG;FEM
analizować,będzie analizowało,0.86016816,V;FUT;3;SG;NEUT
analizować,będzie analizował,0.81811047,V;FUT;3;SG;MASC
analizować,będziecie analizowali,0.8525213,V;FUT;2;PL;MASC;HUM
analizować,będziecie analizowały,0.81488025,V;FUT;2;PL
analizować,będziemy analizowali,0.84821695,V;FUT;1;PL;MASC;HUM
analizować,będziemy analizowały,0.8016106,V;FUT;1;PL
analizować,będziesz analizowała,0.8428327,V;FUT;2;SG;FEM
analizować,będziesz analizował,0.8118202,V;FUT;2;SG;MASC
atakować,atakowałam,0.9247788,V;PST;1;SG;FEM
atakować,atakowałaś,0.8918595,V;PST;2;SG;FEM
atakować,atakowała,0.9336785,V;PST;3;SG;FEM
atakować,atakowałem,0.9233874,V;PST;1;SG;MASC
atakować,atakowałeś,0.868507,V;PST;2;SG;MASC
atakować,atakowaliście,0.8620092,V;PST;2;PL;MASC;HUM
atakować,atakowaliśmy,0.8805181,V;PST;1;PL;MASC;HUM
atakować,atakowali,0.9420441,V;PST;3;PL;MASC;HUM
atakować,atakowało,0.92512965,V;PST;3;SG;NEUT
atakować,atakował,0.92779636,V;PST;3;SG;MASC
atakować,atakowałyście,0.8860903,V;PST;2;PL
atakować,atakowałyśmy,0.87395847,V;PST;1;PL
atakować,atakowały,0.9357044,V;PST;3;PL
atakować,atakują,0.8920117,V;PRS;3;PL
atakować,atakujecie,0.8509103,V;PRS;2;PL
atakować,atakujemy,0.86656517,V;PRS;1;PL
atakować,atakujesz,0.8476108,V;PRS;2;SG
atakować,atakuję,0.8677741,V;PRS;1;SG
atakować,atakuje,0.8748537,V;PRS;3;SG
atakować,będą atakowali,0.87091035,V;FUT;3;PL;MASC;HUM
atakować,będą atakowały,0.8765581,V;FUT;3;PL
atakować,będę atakowała,0.8692123,V;FUT;1;SG;FEM
atakować,będę atakował,0.88348216,V;FUT;1;SG;MASC
atakować,będzie atakowała,0.84216326,V;FUT;3;SG;FEM
atakować,będzie atakowało,0.84596986,V;FUT;3;SG;NEUT
atakować,będzie atakował,0.84952307,V;FUT;3;SG;MASC
atakować,będziecie atakowali,0.87591684,V;FUT;2;PL;MASC;HUM
atakować,będziecie atakowały,0.87780493,V;FUT;2;PL
atakować,będziemy atakowali,0.8562129,V;FUT;1;PL;MASC;HUM
atakować,będziemy atakowały,0.8492239,V;FUT;1;PL
atakować,będziesz atakowała,0.85588485,V;FUT;2;SG;FEM
atakować,będziesz atakował,0.85406065,V;FUT;2;SG;MASC
badać,badacie,0.8885174,V;PRS;2;PL
badać,badają,0.9391544,V;PRS;3;PL
badać,badałam,0.9184745,V;PST;1;SG;FEM
badać,badałaś,0.92715764,V;PST;2;SG;FEM
badać,badała,0.8883724,V;PST;3;SG;FEM
badać,badałem,0.84733063,V;PST;1;SG;MASC
badać,badałeś,0.95645475,V;PST;2;SG;MASC
badać,badaliście,0.89855766,V;PST;2;PL;MASC;HUM
badać,badaliśmy,0.93346685,V;PST;1;PL;MASC;HUM
badać,badali,0.95945185,V;PST;3;PL;MASC;HUM
badać,badało,0.880099,V;PST;3;SG;NEUT
badać,badał,0.8719338,V;PST;3;SG;MASC
badać,badałyście,0.908726,V;PST;2;PL
badać,badałyśmy,0.88978153,V;PST;1;PL
badać,badały,0.90108174,V;PST;3;PL
badać,badam,0.9555346,V;PRS;1;SG
badać,badamy,0.959996,V;PRS;1;PL
badać,badasz,0.96602076,V;PRS;2;SG
badać,bada,0.9417806,V;PRS;3;SG
badać,będą badali,0.8916463,V;FUT;3;PL;MASC;HUM
badać,będą badały,0.87131894,V;FUT;3;PL
badać,będę badała,0.8913387,V;FUT;1;SG;FEM
badać,będę badał,0.8935355,V;FUT;1;SG;MASC
badać,będzie badała,0.85958886,V;FUT;3;SG;FEM
badać,będzie badało,0.85823524,V;FUT;3;SG;NEUT
badać,będzie badał,0.84700906,V;FUT;3;SG;MASC
badać,będziecie badali,0.89680827,V;FUT;2;PL;MASC;HUM
badać,będziecie badały,0.8936811,V;FUT;2;PL
badać,będziemy badali,0.887687,V;FUT;1;PL;MASC;HUM
badać,będziemy badały,0.8574636,V;FUT;1;PL
badać,będziesz badała,0.8895538,V;FUT;2;SG;FEM
badać,będziesz badał,0.8800127,V;FUT;2;SG;MASC
banglać,banglacie,0.95149326,V;PRS;2;PL
banglać,banglają,0.9485211,V;PRS;3;PL
banglać,banglałam,0.96286684,V;PST;1;SG;FEM
banglać,banglałaś,0.96948236,V;PST;2;SG;FEM
banglać,banglała,0.96908134,V;PST;3;SG;FEM
banglać,banglałem,0.9368296,V;PST;1;SG;MASC
banglać,banglałeś,0.962513,V;PST;2;SG;MASC
banglać,banglaliście,0.90611863,V;PST;2;PL;MASC;HUM
banglać,banglaliśmy,0.8864844,V;PST;1;PL;MASC;HUM
banglać,banglali,0.9503307,V;PST;3;PL;MASC;HUM
banglać,banglało,0.97307795,V;PST;3;SG;NEUT
banglać,banglał,0.96068454,V;PST;3;SG;MASC
banglać,banglałyście,0.9497335,V;PST;2;PL
banglać,banglałyśmy,0.9382109,V;PST;1;PL
banglać,banglały,0.94868803,V;PST;3;PL
banglać,banglam,0.96700674,V;PRS;1;SG
banglać,banglamy,0.9570516,V;PRS;1;PL
banglać,banglasz,0.96367973,V;PRS;2;SG
banglać,bangla,0.9630852,V;PRS;3;SG
banglać,będą banglali,0.8894137,V;FUT;3;PL;MASC;HUM
banglać,będą banglały,0.89785415,V;FUT;3;PL
banglać,będę banglała,0.9009609,V;FUT;1;SG;FEM
banglać,będę banglał,0.90717375,V;FUT;1;SG;MASC
banglać,będzie banglała,0.9036896,V;FUT;3;SG;FEM
banglać,będzie banglało,0.90955275,V;FUT;3;SG;NEUT
banglać,będzie banglał,0.90775156,V;FUT;3;SG;MASC
banglać,będziecie banglali,0.93743825,V;FUT;2;PL;MASC;HUM
banglać,będziecie banglały,0.9279329,V;FUT;2;PL
banglać,będziemy banglali,0.89268845,V;FUT;1;PL;MASC;HUM
banglać,będziemy banglały,0.9124985,V;FUT;1;PL
banglać,będziesz banglała,0.9245247,V;FUT;2;SG;FEM
banglać,będziesz banglał,0.9257976,V;FUT;2;SG;MASC
bankrutować,bankrutowałam,0.9541207,V;PST;1;SG;FEM
bankrutować,bankrutowałaś,0.93826836,V;PST;2;SG;FEM
bankrutować,bankrutowała,0.95010877,V;PST;3;SG;FEM
bankrutować,bankrutowałem,0.95645446,V;PST;1;SG;MASC
bankrutować,bankrutowałeś,0.9284167,V;PST;2;SG;MASC
bankrutować,bankrutowaliście,0.9324441,V;PST;2;PL;MASC;HUM
bankrutować,bankrutowaliśmy,0.8976133,V;PST;1;PL;MASC;HUM
bankrutować,bankrutowali,0.9392772,V;PST;3;PL;MASC;HUM
bankrutować,bankrutowało,0.9603457,V;PST;3;SG;NEUT
bankrutować,bankrutował,0.9344905,V;PST;3;SG;MASC
bankrutować,bankrutowałyście,0.93956184,V;PST;2;PL
bankrutować,bankrutowałyśmy,0.9071266,V;PST;1;PL
bankrutować,bankrutowały,0.9423573,V;PST;3;PL
bankrutować,bankrutują,0.9450963,V;PRS;3;PL
bankrutować,bankrutujecie,0.9464067,V;PRS;2;PL
bankrutować,bankrutujemy,0.9421984,V;PRS;1;PL
bankrutować,bankrutujesz,0.95317453,V;PRS;2;SG
bankrutować,bankrutuję,0.95220226,V;PRS;1;SG
bankrutować,bankrutuje,0.9386665,V;PRS;3;SG
bankrutować,będą bankrutowali,0.9150255,V;FUT;3;PL;MASC;HUM
bankrutować,będą bankrutowały,0.91657627,V;FUT;3;PL
bankrutować,będę bankrutowała,0.9073015,V;FUT;1;SG;FEM
bankrutować,będę bankrutował,0.91350806,V;FUT;1;SG;MASC
bankrutować,będzie bankrutowała,0.9110991,V;FUT;3;SG;FEM
bankrutować,będzie bankrutowało,0.91737205,V;FUT;3;SG;NEUT
bankrutować,będzie bankrutował,0.9056825,V;FUT;3;SG;MASC
bankrutować,będziecie bankrutowali,0.9246993,V;FUT;2;PL;MASC;HUM
bankrutować,będziecie bankrutowały,0.9383223,V;FUT;2;PL
bankrutować,będziemy bankrutowali,0.8924082,V;FUT;1;PL;MASC;HUM
bankrutować,będziemy bankrutowały,0.90872896,V;FUT;1;PL
bankrutować,będziesz bankrutowała,0.9079809,V;FUT;2;SG;FEM
bankrutować,będziesz bankrutował,0.89968556,V;FUT;2;SG;MASC
bawić,bawią,0.93407536,V;PRS;3;PL
bawić,bawicie,0.91432005,V;PRS;2;PL
bawić,bawię,0.9404532,V;PRS;1;SG
bawić,bawiłam,0.91677123,V;PST;1;SG;FEM
bawić,bawiłaś,0.9220961,V;PST;2;SG;FEM
bawić,bawiła,0.9226787,V;PST;3;SG;FEM
bawić,bawiłem,0.93703854,V;PST;1;SG;MASC
bawić,bawiłeś,0.91808206,V;PST;2;SG;MASC
bawić,bawiliście,0.9206435,V;PST;2;PL;MASC;HUM
bawić,bawiliśmy,0.9195426,V;PST;1;PL;MASC;HUM
bawić,bawili,0.915922,V;PST;3;PL;MASC;HUM
bawić,bawiło,0.91404825,V;PST;3;SG;NEUT
bawić,bawił,0.9409513,V;PST;3;SG;MASC
bawić,bawiłyście,0.92697126,V;PST;2;PL
bawić,bawiłyśmy,0.88347566,V;PST;1;PL
bawić,bawiły,0.9184214,V;PST;3;PL
bawić,bawimy,0.9235466,V;PRS;1;PL
bawić,bawisz,0.90611744,V;PRS;2;SG
bawić,bawi,0.9270293,V;PRS;3;SG
bawić,będą bawili,0.8797443,V;FUT;3;PL;MASC;HUM
bawić,będą bawiły,0.8956272,V;FUT;3;PL
bawić,będę bawiła,0.89448893,V;FUT;1;SG;FEM
bawić,będę bawił,0.90810466,V;FUT;1;SG;MASC
bawić,będzie bawiła,0.88604283,V;FUT;3;SG;FEM
bawić,będzie bawiło,0.9006589,V;FUT;3;SG;NEUT
bawić,będzie bawił,0.90047705,V;FUT;3;SG;MASC
bawić,będziecie bawili,0.90686077,V;FUT;2;PL;MASC;HUM
bawić,będziecie bawiły,0.9014479,V;FUT;2;PL
bawić,będziemy bawili,0.9107509,V;FUT;1;PL;MASC;HUM
bawić,będziemy bawiły,0.8766768,V;FUT;1;PL
bawić,będziesz bawiła,0.87340456,V;FUT;2;SG;FEM
bawić,będziesz bawił,0.9020791,V;FUT;2;SG;MASC
bawić się,bawią,0.9294054,V;PRS;3;PL
bawić się,bawicie,0.92061216,V;PRS;2;PL
bawić się,bawię,0.9314582,V;PRS;1;SG
bawić się,bawiłam,0.93216574,V;PST;1;SG;FEM
bawić się,bawiłaś,0.93842965,V;PST;2;SG;FEM
bawić się,bawiła,0.91599286,V;PST;3;SG;FEM
bawić się,bawiłem,0.9384589,V;PST;1;SG;MASC
bawić się,bawiłeś,0.9409765,V;PST;2;SG;MASC
bawić się,bawiliście,0.9212123,V;PST;2;PL;MASC;HUM
bawić się,bawiliśmy,0.93186355,V;PST;1;PL;MASC;HUM
bawić się,bawili,0.90897745,V;PST;3;PL;MASC;HUM
bawić się,bawiło,0.920836,V;PST;3;SG;NEUT
bawić się,bawił,0.92804223,V;PST;3;SG;MASC
bawić się,bawiłyście,0.9341413,V;PST;2;PL
bawić się,bawiłyśmy,0.91948444,V;PST;1;PL
bawić się,bawiły,0.9235126,V;PST;3;PL
bawić się,bawimy,0.90981454,V;PRS;1;PL
bawić się,bawisz,0.89864206,V;PRS;2;SG
bawić się,bawi,0.91044027,V;PRS;3;SG
bawić się,będą bawili,0.90646666,V;FUT;3;PL;MASC;HUM
bawić się,będą bawiły,0.91485715,V;FUT;3;PL
bawić się,będę bawiła,0.91156125,V;FUT;1;SG;FEM
bawić się,będę bawił,0.9176106,V;FUT;1;SG;MASC
bawić się,będzie bawiła,0.88353586,V;FUT;3;SG;FEM
bawić się,będzie bawiło,0.90198225,V;FUT;3;SG;NEUT
bawić się,będzie bawił,0.891236,V;FUT;3;SG;MASC
bawić się,będziecie bawili,0.9356169,V;FUT;2;PL;MASC;HUM
bawić się,będziecie bawiły,0.9228381,V;FUT;2;PL
bawić się,będziemy bawili,0.9304338,V;FUT;1;PL;MASC;HUM
bawić się,będziemy bawiły,0.89033145,V;FUT;1;PL
bawić się,będziesz bawiła,0.906318,V;FUT;2;SG;FEM
bawić się,będziesz bawił,0.9313639,V;FUT;2;SG;MASC
bębnić,bębnią,0.9704806,V;PRS;3;PL
bębnić,bębnicie,0.9703615,V;PRS;2;PL
bębnić,bębnię,0.96698105,V;PRS;1;SG
bębnić,bębniłam,0.9512136,V;PST;1;SG;FEM
bębnić,bębniłaś,0.93982506,V;PST;2;SG;FEM
bębnić,bębniła,0.96651405,V;PST;3;SG;FEM
bębnić,bębniłem,0.9439085,V;PST;1;SG;MASC
bębnić,bębniłeś,0.9685542,V;PST;2;SG;MASC
bębnić,bębniliście,0.93988127,V;PST;2;PL;MASC;HUM
bębnić,bębniliśmy,0.9209159,V;PST;1;PL;MASC;HUM
bębnić,bębnili,0.97863287,V;PST;3;PL;MASC;HUM
bębnić,bębniło,0.98018324,V;PST;3;SG;NEUT
bębnić,bębnił,0.9665556,V;PST;3;SG;MASC
bębnić,bębniłyście,0.93007195,V;PST;2;PL
bębnić,bębniłyśmy,0.91402537,V;PST;1;PL
bębnić,bębniły,0.9506858,V;PST;3;PL
bębnić,bębnimy,0.97721934,V;PRS;1;PL
bębnić,bębnisz,0.9810167,V;PRS;2;SG
bębnić,bębni,0.97616714,V;PRS;3;SG
bębnić,będą bębnili,0.90435886,V;FUT;3;PL;MASC;HUM
bębnić,będą bębniły,0.9088006,V;FUT;3;PL
bębnić,będę bębniła,0.918423,V;FUT;1;SG;FEM
bębnić,będę bębnił,0.91251945,V;FUT;1;SG;MASC
bębnić,będzie bębniła,0.73024625,V;FUT;3;SG;FEM
bębnić,będzie bębniło,0.7803119,V;FUT;3;SG;NEUT
bębnić,będzie bębnił,0.768307,V;FUT;3;SG;MASC
bębnić,będziecie bębnili,0.8670758,V;FUT;2;PL;MASC;HUM
bębnić,będziecie bębniły,0.87857676,V;FUT;2;PL
bębnić,będziemy bębnili,0.82288843,V;FUT;1;PL;MASC;HUM
bębnić,będziemy bębniły,0.83010477,V;FUT;1;PL
bębnić,będziesz bębniła,0.8633491,V;FUT;2;SG;FEM
bębnić,będziesz bębnił,0.8869464,V;FUT;2;SG;MASC
bełtać,będą bełtali,0.8915433,V;FUT;3;PL;MASC;HUM
bełtać,będą bełtały,0.87493974,V;FUT;3;PL
bełtać,będę bełtała,0.88876843,V;FUT;1;SG;FEM
bełtać,będę bełtał,0.8821752,V;FUT;1;SG;MASC
bełtać,będzie bełtała,0.87580824,V;FUT;3;SG;FEM
bełtać,będzie bełtało,0.87454724,V;FUT;3;SG;NEUT
bełtać,będzie bełtał,0.89517105,V;FUT;3;SG;MASC
bełtać,będziecie bełtali,0.93304974,V;FUT;2;PL;MASC;HUM
bełtać,będziecie bełtały,0.9111442,V;FUT;2;PL
bełtać,będziemy bełtali,0.8796718,V;FUT;1;PL;MASC;HUM
bełtać,będziemy bełtały,0.85718673,V;FUT;1;PL
bełtać,będziesz bełtała,0.91684455,V;FUT;2;SG;FEM
bełtać,będziesz bełtał,0.9206531,V;FUT;2;SG;MASC
bełtać,bełtacie,0.9582979,V;PRS;2;PL
bełtać,bełtają,0.9741808,V;PRS;3;PL
bełtać,bełtałam,0.9408042,V;PST;1;SG;FEM
bełtać,bełtałaś,0.937285,V;PST;2;SG;FEM
bełtać,bełtała,0.9419341,V;PST;3;SG;FEM
bełtać,bełtałem,0.9421165,V;PST;1;SG;MASC
bełtać,bełtałeś,0.9367732,V;PST;2;SG;MASC
bełtać,bełtaliście,0.95036143,V;PST;2;PL;MASC;HUM
bełtać,bełtaliśmy,0.9586161,V;PST;1;PL;MASC;HUM
bełtać,bełtali,0.95750976,V;PST;3;PL;MASC;HUM
bełtać,bełtało,0.9451661,V;PST;3;SG;NEUT
bełtać,bełtał,0.9591944,V;PST;3;SG;MASC
bełtać,bełtałyście,0.9358566,V;PST;2;PL
bełtać,bełtałyśmy,0.8869383,V;PST;1;PL
bełtać,bełtały,0.9217031,V;PST;3;PL
bełtać,bełtam,0.9791105,V;PRS;1;SG
bełtać,bełtamy,0.9501495,V;PRS;1;PL
bełtać,bełtasz,0.98458445,V;PRS;2;SG
bełtać,bełta,0.9758522,V;PRS;3;SG
betonować,będą betonowali,0.88117415,V;FUT;3;PL;MASC;HUM
betonować,będą betonowały,0.87313634,V;FUT;3;PL
betonować,będę betonowała,0.8833218,V;FUT;1;SG;FEM
betonować,będę betonował,0.8944137,V;FUT;1;SG;MASC
betonować,będzie betonowała,0.88650256,V;FUT;3;SG;FEM
betonować,będzie betonowało,0.88727957,V;FUT;3;SG;NEUT
betonować,będzie betonował,0.8943641,V;FUT;3;SG;MASC
betonować,będziecie betonowali,0.87280405,V;FUT;2;PL;MASC;HUM
betonować,będziecie betonowały,0.8842529,V;FUT;2;PL
betonować,będziemy betonowali,0.8738054,V;FUT;1;PL;MASC;HUM
betonować,będziemy betonowały,0.88034266,V;FUT;1;PL
betonować,będziesz betonowała,0.869935,V;FUT;2;SG;FEM
betonować,będziesz betonował,0.8867572,V;FUT;2;SG;MASC
betonować,betonowałam,0.9104419,V;PST;1;SG;FEM
betonować,betonowałaś,0.9029462,V;PST;2;SG;FEM
betonować,betonowała,0.9403069,V;PST;3;SG;FEM
betonować,betonowałem,0.910302,V;PST;1;SG;MASC
betonować,betonowałeś,0.9002854,V;PST;2;SG;MASC
betonować,betonowaliście,0.8720066,V;PST;2;PL;MASC;HUM
betonować,betonowaliśmy,0.88612044,V;PST;1;PL;MASC;HUM
betonować,betonowali,0.9360539,V;PST;3;PL;MASC;HUM
betonować,betonowało,0.9226481,V;PST;3;SG;NEUT
betonować,betonował,0.9367895,V;PST;3;SG;MASC
betonować,betonowałyście,0.8830589,V;PST;2;PL
betonować,betonowałyśmy,0.8817555,V;PST;1;PL
betonować,betonowały,0.9176671,V;PST;3;PL
betonować,betonują,0.9368959,V;PRS;3;PL
betonować,betonujecie,0.8977096,V;PRS;2;PL
betonować,betonujemy,0.884048,V;PRS;1;PL
betonować,betonujesz,0.86738116,V;PRS;2;SG
betonować,betonuję,0.9080776,V;PRS;1;SG
betonować,betonuje,0.9179955,V;PRS;3;SG
biegać,będą biegali,0.8817918,V;FUT;3;PL;MASC;HUM
biegać,będą biegały,0.86966735,V;FUT;3;PL
biegać,będę biegała,0.8639892,V;FUT;1;SG;FEM
biegać,będę biegał,0.87622577,V;FUT;1;SG;MASC
biegać,będzie biegała,0.87002194,V;FUT;3;SG;FEM
biegać,będzie biegało,0.8869801,V;FUT;3;SG;NEUT
biegać,będzie biegał,0.89184856,V;FUT;3;SG;MASC
biegać,będziecie biegali,0.933462,V;FUT;2;PL;MASC;HUM
biegać,będziecie biegały,0.9099686,V;FUT;2;PL
biegać,będziemy biegali,0.9110874,V;FUT;1;PL;MASC;HUM
biegać,będziemy biegały,0.8805881,V;FUT;1;PL
biegać,będziesz biegała,0.88373613,V;FUT;2;SG;FEM
biegać,będziesz biegał,0.9066315,V;FUT;2;SG;MASC
biegać,biegacie,0.96276647,V;PRS;2;PL
biegać,biegają,0.9147753,V;PRS;3;PL
biegać,biegałam,0.94982684,V;PST;1;SG;FEM
biegać,biegałaś,0.95405126,V;PST;2;SG;FEM
biegać,biegała,0.9370154,V;PST;3;SG;FEM
biegać,biegałem,0.91027457,V;PST;1;SG;MASC
biegać,biegałeś,0.94792086,V;PST;2;SG;MASC
biegać,biegaliście,0.8622208,V;PST;2;PL;MASC;HUM
biegać,biegaliśmy,0.92877436,V;PST;1;PL;MASC;HUM
biegać,biegali,0.9174201,V;PST;3;PL;MASC;HUM
biegać,biegało,0.9617413,V;PST;3;SG;NEUT
biegać,biegał,0.9259631,V;PST;3;SG;MASC
biegać,biegałyście,0.8782906,V;PST;2;PL
biegać,biegałyśmy,0.92705184,V;PST;1;PL
biegać,biegały,0.9624317,V;PST;3;PL
biegać,biegam,0.9586109,V;PRS;1;SG
biegać,biegamy,0.9478539,V;PRS;1;PL
biegać,biegasz,0.94712126,V;PRS;2;SG
biegać,biega,0.92999625,V;PRS;3;SG
błądzić,będą błądzili,0.9311203,V;FUT;3;PL;MASC;HUM
błądzić,będą błądziły,0.91323113,V;FUT;3;PL
błądzić,będę błądziła,0.9394986,V;FUT;1;SG;FEM
błądzić,będę błądził,0.9414381,V;FUT;1;SG;MASC
błądzić,będzie błądziła,0.8924462,V;FUT;3;SG;FEM
błądzić,będzie błądziło,0.8981054,V;FUT;3;SG;NEUT
błądzić,będzie błądził,0.92036045,V;FUT;3;SG;MASC
błądzić,będziecie błądzili,0.91248447,V;FUT;2;PL;MASC;HUM
błądzić,będziecie błądziły,0.9230442,V;FUT;2;PL
błądzić,będziemy błądzili,0.9044652,V;FUT;1;PL;MASC;HUM
błądzić,będziemy błądziły,0.90247387,V;FUT;1;PL
błądzić,będziesz błądziła,0.90336746,V;FUT;2;SG;FEM
błądzić,będziesz błądził,0.90730065,V;FUT;2;SG;MASC
błądzić,błądzą,0.97825587,V;PRS;3;PL
błądzić,błądzę,0.97891545,V;PRS;1;SG
błądzić,błądzicie,0.9787734,V;PRS;2;PL
błądzić,błądziłam,0.9512817,V;PST;1;SG;FEM
błądzić,błądziłaś,0.9414155,V;PST;2;SG;FEM
błądzić,błądziła,0.9391834,V;PST;3;SG;FEM
błądzić,błądziłem,0.94625527,V;PST;1;SG;MASC
błądzić,błądziłeś,0.93825513,V;PST;2;SG;MASC
błądzić,błądziliście,0.94829774,V;PST;2;PL;MASC;HUM
błądzić,błądziliśmy,0.9381372,V;PST;1;PL;MASC;HUM
błądzić,błądzili,0.97320694,V;PST;3;PL;MASC;HUM
błądzić,błądziło,0.9289495,V;PST;3;SG;NEUT
błądzić,błądził,0.9348027,V;PST;3;SG;MASC
błądzić,błądziłyście,0.9314483,V;PST;2;PL
błądzić,błądziłyśmy,0.8973822,V;PST;1;PL
błądzić,błądziły,0.952687,V;PST;3;PL
błądzić,błądzimy,0.9784634,V;PRS;1;PL
błądzić,błądzisz,0.9617149,V;PRS;2;SG
błądzić,błądzi,0.9772404,V;PRS;3;SG
bluzgać,będą bluzgali,0.87725866,V;FUT;3;PL;MASC;HUM
bluzgać,będą bluzgały,0.83550084,V;FUT;3;PL
