pivot,inflection,P-I similarity
abetunar,abetunaba,0.9572454
abetunar,abetunábamos,0.94766784
abetunar,abetunabais,0.93732184
abetunar,abetunaban,0.93821156
abetunar,abetunaré,0.9546058
abetunar,abetunarás,0.96421593
abetunar,abetunará,0.96217763
abetunar,abetunará,0.96217763
abetunar,abetunaremos,0.95529276
abetunar,abetunaréis,0.955873
abetunar,abetunarán,0.973358
bypasear,bypaseo,0.96666425
bypasear,bypaseas,0.98217964
bypasear,bypaseás,0.95824015
bypasear,bypasea,0.8992231
bypasear,bypasea,0.8992231
bypasear,bypaseamos,0.95532256
bypasear,bypaseáis,0.9275599
bypasear,bypasean,0.9777015
bypasear,bypaseaba,0.9214062
bypasear,bypaseabas,0.94666684
bypasear,bypaseaba,0.9214062
bypasear,bypaseaba,0.9214062
bypasear,bypaseábamos,0.95371777
bypasear,bypaseabais,0.8934309
bypasear,bypaseaban,0.9452405
bypasear,bypasearé,0.9552063
bypasear,bypasearás,0.96376896
bypasear,bypaseará,0.95386827
bypasear,bypaseará,0.9538684
bypasear,bypasearemos,0.972362
bypasear,bypasearéis,0.95695746
bypasear,bypasearán,0.9593261
prometer,prometo,0.92556965
prometer,prometes,0.91722184
prometer,prometés,0.92874503
prometer,promete,0.92943037
prometer,promete,0.92943037
prometer,prometemos,0.9068729
prometer,prometéis,0.9167023
prometer,prometen,0.91083753
prometer,prometía,0.9169886
prometer,prometías,0.91148204
prometer,prometía,0.9169886
prometer,prometía,0.9169886
prometer,prometíamos,0.90304416
prometer,prometíais,0.89535093
prometer,prometían,0.9058367
prometer,prometeré,0.91626865
prometer,prometerás,0.94592667
prometer,prometerá,0.9297325
prometer,prometerá,0.9297325
prometer,prometeremos,0.9338917
prometer,prometeréis,0.9153611
prometer,prometerán,0.94312054
avalar,avalo,0.96500695
avalar,avalas,0.9551898
avalar,avalás,0.96343726
avalar,avala,0.96429944
avalar,avala,0.96429944
avalar,avalamos,0.95661634
avalar,avaláis,0.95037687
avalar,avalan,0.97302616
avalar,avalaba,0.92420155
avalar,avalabas,0.9412791
avalar,avalaba,0.92420155
avalar,avalaba,0.92420155
avalar,avalábamos,0.9317687
avalar,avalabais,0.93184114
avalar,avalaban,0.9618017
avalar,avalaré,0.95022523
avalar,avalarás,0.976999
avalar,avalará,0.9397062
avalar,avalará,0.9397062
avalar,avalaremos,0.9589836
avalar,avalaréis,0.94925356
avalar,avalarán,0.9402859
hiperactivar,hiperactivo,0.9664398
hiperactivar,hiperactivas,0.95573455
hiperactivar,hiperactivás,0.92783374
hiperactivar,hiperactiva,0.96512103
hiperactivar,hiperactiva,0.96512103
hiperactivar,hiperactivamos,0.94902587
hiperactivar,hiperactiváis,0.9437705
hiperactivar,hiperactivan,0.9748287
hiperactivar,hiperactivaba,0.95776427
hiperactivar,hiperactivabas,0.9515298
hiperactivar,hiperactivaba,0.95776427
hiperactivar,hiperactivaba,0.95776427
hiperactivar,hiperactivábamos,0.9254519
hiperactivar,hiperactivabais,0.94004905
hiperactivar,hiperactivaban,0.9708025
hiperactivar,hiperactivaré,0.96303
hiperactivar,hiperactivarás,0.9596864
hiperactivar,hiperactivará,0.96074814
hiperactivar,hiperactivará,0.96074814
hiperactivar,hiperactivaremos,0.94940454
hiperactivar,hiperactivaréis,0.94792724
hiperactivar,hiperactivarán,0.9505506
subalimentar,subalimento,0.975368
subalimentar,subalimentas,0.973755
subalimentar,subalimentás,0.945842
subalimentar,subalimenta,0.9178487
subalimentar,subalimenta,0.9178487
subalimentar,subalimentamos,0.921558
subalimentar,subalimentáis,0.956057
subalimentar,subalimentan,0.96772224
subalimentar,subalimentaba,0.9702564
subalimentar,subalimentabas,0.9574063
subalimentar,subalimentaba,0.9702564
subalimentar,subalimentaba,0.9702564
subalimentar,subalimentábamos,0.9136275
subalimentar,subalimentabais,0.95280015
subalimentar,subalimentaban,0.95565337
subalimentar,subalimentaré,0.96829754
subalimentar,subalimentarás,0.94950014
subalimentar,subalimentará,0.966238
subalimentar,subalimentará,0.966238
subalimentar,subalimentaremos,0.94511795
subalimentar,subalimentaréis,0.95636594
subalimentar,subalimentarán,0.9717724
escindir,escindo,0.93271345
escindir,escindes,0.9282862
escindir,escindís,0.93614393
escindir,escinde,0.9483687
escindir,escinde,0.94836885
escindir,escindimos,0.94143534
escindir,escindís,0.9361439
escindir,escinden,0.96349597
escindir,escindía,0.92284656
escindir,escindías,0.865475
escindir,escindía,0.92284656
escindir,escindía,0.92284656
escindir,escindíamos,0.9272348
escindir,escindíais,0.8919275
escindir,escindían,0.93389314
escindir,escindiré,0.9682552
escindir,escindirás,0.97054315
escindir,escindirá,0.9666459
escindir,escindirá,0.9666459
escindir,escindiremos,0.911029
escindir,escindiréis,0.9539855
escindir,escindirán,0.9661116
desleír,deslío,0.9638844
desleír,deslíes,0.9621012
desleír,desleís,0.9573134
desleír,deslíe,0.95980704
desleír,deslíe,0.95980704
desleír,desleímos,0.9497476
desleír,desleís,0.9573134
desleír,deslíen,0.9554432
desleír,desleía,0.9610165
desleír,desleías,0.9503527
desleír,desleía,0.9610165
desleír,desleía,0.9610165
desleír,desleíamos,0.9274771
desleír,desleíais,0.93455374
desleír,desleían,0.9374989
desleír,desleiré,0.9324659
desleír,desleirás,0.9614894
desleír,desleirá,0.9623939
desleír,desleirá,0.9623939
desleír,desleiremos,0.951738
desleír,desleiréis,0.8808528
desleír,desleirán,0.96453506
excomulgar,excomulgo,0.98394793
excomulgar,excomulgas,0.9482786
excomulgar,excomulgás,0.96049595
excomulgar,excomulga,0.95120275
excomulgar,excomulga,0.95120275
excomulgar,excomulgamos,0.94516295
excomulgar,excomulgáis,0.9228871
excomulgar,excomulgan,0.9753858
excomulgar,excomulgaba,0.96057016
excomulgar,excomulgabas,0.94072187
excomulgar,excomulgaba,0.96057016
excomulgar,excomulgaba,0.96057016
excomulgar,excomulgábamos,0.9419735
excomulgar,excomulgabais,0.9178317
excomulgar,excomulgaban,0.9741892
excomulgar,excomulgaré,0.97085077
excomulgar,excomulgarás,0.97353876
excomulgar,excomulgará,0.9532898
excomulgar,excomulgará,0.9532898
excomulgar,excomulgaremos,0.94719553
excomulgar,excomulgaréis,0.9465015
excomulgar,excomulgarán,0.9760062
dormir,duermo,0.9201183
dormir,duermes,0.90723634
dormir,dormís,0.93680936
dormir,duerme,0.9228098
dormir,duerme,0.9228098
dormir,dormimos,0.8630482
dormir,dormís,0.93680936
dormir,duermen,0.93399346
dormir,dormía,0.92696303
dormir,dormías,0.9328842
dormir,dormía,0.92696303
dormir,dormía,0.92696303
dormir,dormíamos,0.9250747
dormir,dormíais,0.89533824
dormir,dormían,0.9273295
dormir,dormiré,0.95848554
dormir,dormirás,0.96639085
dormir,dormirá,0.9687568
dormir,dormirá,0.9687568
dormir,dormiremos,0.95988333
dormir,dormiréis,0.94490117
dormir,dormirán,0.9655171
acumular,acumulo,0.9553802
acumular,acumulas,0.9424396
acumular,acumulás,0.932694
acumular,acumula,0.9621767
acumular,acumula,0.9621767
acumular,acumulamos,0.9330947
acumular,acumuláis,0.9141146
acumular,acumulan,0.948262
acumular,acumulaba,0.9632951
acumular,acumulabas,0.9532746
acumular,acumulaba,0.9632951
acumular,acumulaba,0.9632951
acumular,acumulábamos,0.9219794
acumular,acumulabais,0.94313675
acumular,acumulaban,0.95993984
acumular,acumularé,0.935475
acumular,acumularás,0.9342184
acumular,acumulará,0.95778346
acumular,acumulará,0.95778346
acumular,acumularemos,0.91508704
acumular,acumularéis,0.91583425
acumular,acumularán,0.9448132
disparatar,disparato,0.9719866
disparatar,disparatas,0.96543044
disparatar,disparatás,0.9390486
disparatar,disparata,0.9296439
disparatar,disparata,0.9296439
disparatar,disparatamos,0.9458977
disparatar,disparatáis,0.9415378
disparatar,disparatan,0.9705515
disparatar,disparataba,0.96929735
disparatar,disparatabas,0.94731295
disparatar,disparataba,0.96929735
disparatar,disparataba,0.96929735
disparatar,disparatábamos,0.94069856
disparatar,disparatabais,0.94882756
disparatar,disparataban,0.96307576
disparatar,disparataré,0.97406936
disparatar,disparatarás,0.95542353
disparatar,disparatará,0.97516423
disparatar,disparatará,0.97516423
disparatar,disparataremos,0.95548475
disparatar,disparataréis,0.96082234
disparatar,disparatarán,0.9716127
trapear,trapeo,0.97622234
trapear,trapeas,0.9719025
trapear,trapeás,0.9494864
trapear,trapea,0.9365653
trapear,trapea,0.9365653
trapear,trapeamos,0.94628644
trapear,trapeáis,0.9195205
trapear,trapean,0.97177225
trapear,trapeaba,0.9401761
trapear,trapeabas,0.9542062
trapear,trapeaba,0.9401761
trapear,trapeaba,0.9401761
trapear,trapeábamos,0.9359493
trapear,trapeabais,0.89693964
trapear,trapeaban,0.95681655
trapear,trapearé,0.947407
trapear,trapearás,0.95683753
trapear,trapeará,0.9595808
trapear,trapeará,0.9595808
trapear,trapearemos,0.95621413
trapear,trapearéis,0.9381484
trapear,trapearán,0.95521927
bambolear,bamboleo,0.9743203
bambolear,bamboleas,0.9763248
bambolear,bamboleás,0.9637227
bambolear,bambolea,0.94148636
bambolear,bambolea,0.94148636
bambolear,bamboleamos,0.95111775
bambolear,bamboleáis,0.945923
bambolear,bambolean,0.96915835
bambolear,bamboleaba,0.9599949
bambolear,bamboleabas,0.95833886
bambolear,bamboleaba,0.9599949
bambolear,bamboleaba,0.9599949
bambolear,bamboleábamos,0.9510647
bambolear,bamboleabais,0.92088777
bambolear,bamboleaban,0.9658498
bambolear,bambolearé,0.96128994
bambolear,bambolearás,0.96928316
bambolear,bamboleará,0.97540736
bambolear,bamboleará,0.97540736
bambolear,bambolearemos,0.96898675
bambolear,bambolearéis,0.9646669
bambolear,bambolearán,0.97060806
reencuadernar,reencuaderno,0.9665066
reencuadernar,reencuadernas,0.9562218
reencuadernar,reencuadernás,0.96782273
reencuadernar,reencuaderna,0.9587118
reencuadernar,reencuaderna,0.9587118
reencuadernar,reencuadernamos,0.9660891
reencuadernar,reencuadernáis,0.9366116
reencuadernar,reencuadernan,0.97250384
reencuadernar,reencuadernaba,0.950284
reencuadernar,reencuadernabas,0.9422295
reencuadernar,reencuadernaba,0.950284
reencuadernar,reencuadernaba,0.950284
reencuadernar,reencuadernábamos,0.94321394
reencuadernar,reencuadernabais,0.93510294
reencuadernar,reencuadernaban,0.951293
reencuadernar,reencuadernaré,0.96565115
reencuadernar,reencuadernarás,0.97474146
reencuadernar,reencuadernará,0.9782473
reencuadernar,reencuadernará,0.9782473
reencuadernar,reencuadernaremos,0.95217484
reencuadernar,reencuadernaréis,0.95344967
reencuadernar,reencuadernarán,0.97800374
autogobernar,autogobierno,0.94089115
autogobernar,autogobiernas,0.9369601
autogobernar,autogobernás,0.96265453
autogobernar,autogobierna,0.950832
autogobernar,autogobierna,0.950832
autogobernar,autogobernamos,0.9451222
autogobernar,autogobernáis,0.93389314
autogobernar,autogobiernan,0.9652397
autogobernar,autogobernaba,0.9105845
autogobernar,autogobernabas,0.89322627
autogobernar,autogobernaba,0.9105845
autogobernar,autogobernaba,0.9105845
autogobernar,autogobernábamos,0.91053766
autogobernar,autogobernabais,0.8888196
autogobernar,autogobernaban,0.8706495
autogobernar,autogobernaré,0.95966345
autogobernar,autogobernarás,0.9600144
autogobernar,autogobernará,0.9582806
autogobernar,autogobernará,0.9582806
autogobernar,autogobernaremos,0.92983985
autogobernar,autogobernaréis,0.9384335
autogobernar,autogobernarán,0.9644077
endiosar,endioso,0.9437909
endiosar,endiosas,0.96287924
endiosar,endiosás,0.9447688
endiosar,endiosa,0.9674268
endiosar,endiosa,0.9674268
endiosar,endiosamos,0.97426844
endiosar,endiosáis,0.9213937
endiosar,endiosan,0.98506737
endiosar,endiosaba,0.9656452
endiosar,endiosabas,0.97308147
endiosar,endiosaba,0.9656452
endiosar,endiosaba,0.9656452
endiosar,endiosábamos,0.9329339
endiosar,endiosabais,0.940859
endiosar,endiosaban,0.96421164
endiosar,endiosaré,0.96076196
endiosar,endiosarás,0.9718898
endiosar,endiosará,0.96525645
endiosar,endiosará,0.96525645
endiosar,endiosaremos,0.95466787
endiosar,endiosaréis,0.9586396
endiosar,endiosarán,0.9663797
emperchar,empercho,0.96114063
emperchar,emperchas,0.9638675
emperchar,emperchás,0.9551921
emperchar,empercha,0.98133403
emperchar,empercha,0.98133403
emperchar,emperchamos,0.95767784
emperchar,empercháis,0.9176701
emperchar,emperchan,0.9788941
emperchar,emperchaba,0.97265464
emperchar,emperchabas,0.970841
emperchar,emperchaba,0.97265464
emperchar,emperchaba,0.97265464
emperchar,emperchábamos,0.9282015
emperchar,emperchabais,0.95632344
emperchar,emperchaban,0.9654309
emperchar,empercharé,0.9539285
emperchar,empercharás,0.9577526
emperchar,emperchará,0.9701721
emperchar,emperchará,0.97017205
emperchar,empercharemos,0.971092
emperchar,empercharéis,0.9478432
emperchar,empercharán,0.9727272
tunelar,tunelo,0.91965175
tunelar,tunelas,0.9319893
tunelar,tunelás,0.9304234
tunelar,tunela,0.9230087
tunelar,tunela,0.9230087
tunelar,tunelamos,0.90550303
tunelar,tuneláis,0.9270548
tunelar,tunelan,0.9131928
tunelar,tunelaba,0.91600287
tunelar,tunelabas,0.8975124
tunelar,tunelaba,0.91600287
tunelar,tunelaba,0.91600287
tunelar,tunelábamos,0.9101882
tunelar,tunelabais,0.89106995
tunelar,tunelaban,0.9109196
tunelar,tunelaré,0.9142334
tunelar,tunelarás,0.92506635
tunelar,tunelará,0.93769515
tunelar,tunelará,0.93769515
tunelar,tunelaremos,0.8846984
tunelar,tunelaréis,0.9317524
tunelar,tunelarán,0.9273226
automatizar,automatizo,0.9770174
automatizar,automatizas,0.9502203
automatizar,automatizás,0.95568013
automatizar,automatiza,0.9488191
automatizar,automatiza,0.9488191
automatizar,automatizamos,0.96158445
automatizar,automatizáis,0.94858634
automatizar,automatizan,0.9889641
automatizar,automatizaba,0.9589831
automatizar,automatizabas,0.9592604
automatizar,automatizaba,0.9589831
automatizar,automatizaba,0.9589831
automatizar,automatizábamos,0.9515046
automatizar,automatizabais,0.9612633
automatizar,automatizaban,0.9692483
automatizar,automatizaré,0.9798277
automatizar,automatizarás,0.9644925
automatizar,automatizará,0.97576475
automatizar,automatizará,0.97576475
automatizar,automatizaremos,0.9562868
automatizar,automatizaréis,0.9342847
automatizar,automatizarán,0.9695427
tajar,tajo,0.9589761
tajar,tajas,0.9607444
tajar,tajás,0.95433104
tajar,taja,0.97307557
tajar,taja,0.97307557
tajar,tajamos,0.94387627
tajar,tajáis,0.9111537
tajar,tajan,0.9728688
tajar,tajaba,0.9126412
tajar,tajabas,0.93678546
tajar,tajaba,0.9126412
tajar,tajaba,0.9126412
tajar,tajábamos,0.9179723
tajar,tajabais,0.9292926
tajar,tajaban,0.93548894
tajar,tajaré,0.95761245
tajar,tajarás,0.95577294
tajar,tajará,0.9678245
tajar,tajará,0.9678245
tajar,tajaremos,0.9532568
tajar,tajaréis,0.9522772
tajar,tajarán,0.9577126
encadenar,encadeno,0.9517244
encadenar,encadenas,0.9577004
encadenar,encadenás,0.9648692
encadenar,encadena,0.9488931
encadenar,encadena,0.9488931
encadenar,encadenamos,0.9537547
encadenar,encadenáis,0.94217
encadenar,encadenan,0.9715013
encadenar,encadenaba,0.9307322
encadenar,encadenabas,0.94906527
encadenar,encadenaba,0.9307322
encadenar,encadenaba,0.9307322
encadenar,encadenábamos,0.9419095
encadenar,encadenabais,0.90730494
encadenar,encadenaban,0.9558969
encadenar,encadenaré,0.95962316
encadenar,encadenarás,0.97318363
encadenar,encadenará,0.955456
encadenar,encadenará,0.955456
encadenar,encadenaremos,0.9425125
encadenar,encadenaréis,0.95772135
encadenar,encadenarán,0.94941205
anglicanizar,anglicanizo,0.9648441
anglicanizar,anglicanizas,0.9372057
anglicanizar,anglicanizás,0.92776275
anglicanizar,anglicaniza,0.9726157
anglicanizar,anglicaniza,0.9726157
anglicanizar,anglicanizamos,0.94589925
anglicanizar,anglicanizáis,0.9191054
anglicanizar,anglicanizan,0.955467
anglicanizar,anglicanizaba,0.95101327
anglicanizar,anglicanizabas,0.9352212
anglicanizar,anglicanizaba,0.95101327
anglicanizar,anglicanizaba,0.95101327
anglicanizar,anglicanizábamos,0.93327206
anglicanizar,anglicanizabais,0.9068239
anglicanizar,anglicanizaban,0.9510677
anglicanizar,anglicanizaré,0.96553934
anglicanizar,anglicanizarás,0.961138
anglicanizar,anglicanizará,0.9608031
anglicanizar,anglicanizará,0.9608031
anglicanizar,anglicanizaremos,0.96454144
anglicanizar,anglicanizaréis,0.9664463
anglicanizar,anglicanizarán,0.9678792
reestilizar,reestilizo,0.96539485
reestilizar,reestilizas,0.9732848
reestilizar,reestilizás,0.95656306
reestilizar,reestiliza,0.976849
reestilizar,reestiliza,0.976849
reestilizar,reestilizamos,0.94712836
reestilizar,reestilizáis,0.95280296
reestilizar,reestilizan,0.9828836
reestilizar,reestilizaba,0.96180934
reestilizar,reestilizabas,0.94869787
reestilizar,reestilizaba,0.96180934
reestilizar,reestilizaba,0.96180934
reestilizar,reestilizábamos,0.93524176
reestilizar,reestilizabais,0.9485921
reestilizar,reestilizaban,0.9563129
reestilizar,reestilizaré,0.95972943
reestilizar,reestilizarás,0.95460516
reestilizar,reestilizará,0.9717059
reestilizar,reestilizará,0.9717059
reestilizar,reestilizaremos,0.94207615
reestilizar,reestilizaréis,0.94078404
reestilizar,reestilizarán,0.9644161
desactivar,desactivo,0.91932344
desactivar,desactivas,0.9283312
desactivar,desactivás,0.8866514
desactivar,desactiva,0.93480843
desactivar,desactiva,0.93480843
desactivar,desactivamos,0.94868654
desactivar,desactiváis,0.9091094
desactivar,desactivan,0.9760647
desactivar,desactivaba,0.94886446
desactivar,desactivabas,0.941638
desactivar,desactivaba,0.94886446
desactivar,desactivaba,0.94886446
desactivar,desactivábamos,0.9054748
desactivar,desactivabais,0.9063222
desactivar,desactivaban,0.9272541
desactivar,desactivaré,0.9375407
desactivar,desactivarás,0.9417553
desactivar,desactivará,0.9510225
desactivar,desactivará,0.9510225
desactivar,desactivaremos,0.9323794
desactivar,desactivaréis,0.8996259
desactivar,desactivarán,0.9597149
uniformar,uniformo,0.9710643
uniformar,uniformas,0.9325512
uniformar,uniformás,0.9436937
uniformar,uniforma,0.9606032
uniformar,uniforma,0.9606032
uniformar,uniformamos,0.94881076
uniformar,uniformáis,0.89791083
uniformar,uniforman,0.97622514
uniformar,uniformaba,0.9420654
uniformar,uniformabas,0.9538654
uniformar,uniformaba,0.9420654
uniformar,uniformaba,0.9420654
uniformar,uniformábamos,0.931209
uniformar,uniformabais,0.9444358
uniformar,uniformaban,0.9488315
uniformar,uniformaré,0.9559295
uniformar,uniformarás,0.9583029
uniformar,uniformará,0.96404266
uniformar,uniformará,0.96404266
uniformar,uniformaremos,0.9510128
uniformar,uniformaréis,0.9392795
uniformar,uniformarán,0.9657572
metalizar,metalizo,0.9523625
metalizar,metalizas,0.93375856
metalizar,metalizás,0.92650115
metalizar,metaliza,0.96741945
metalizar,metaliza,0.96741945
metalizar,metalizamos,0.93296975
metalizar,metalizáis,0.9044123
metalizar,metalizan,0.9388871
metalizar,metalizaba,0.95442826
metalizar,metalizabas,0.9336185
metalizar,metalizaba,0.95442826
metalizar,metalizaba,0.95442826
metalizar,metalizábamos,0.92606467
metalizar,metalizabais,0.90340304
metalizar,metalizaban,0.94399714
metalizar,metalizaré,0.9683677
metalizar,metalizarás,0.964339
metalizar,metalizará,0.97633755
metalizar,metalizará,0.97633755
metalizar,metalizaremos,0.942898
metalizar,metalizaréis,0.95883363
metalizar,metalizarán,0.9679354
posar,poso,0.90636736
posar,posas,0.897554
posar,posás,0.8911944
posar,posa,0.9001763
posar,posa,0.9001763
posar,posamos,0.8949925
posar,posáis,0.8443923
posar,posan,0.858063
posar,posaba,0.8682301
posar,posabas,0.86519194
posar,posaba,0.8682301
posar,posaba,0.8682301
posar,posábamos,0.88979876
posar,posabais,0.8536363
posar,posaban,0.86900705
posar,posaré,0.94212157
posar,posarás,0.93215406
posar,posará,0.94582134
posar,posará,0.94582134
posar,posaremos,0.9181694
posar,posaréis,0.947623
posar,posarán,0.93224156
ventosear,ventoseo,0.9609113
ventosear,ventoseas,0.97323775
ventosear,ventoseás,0.95983905
ventosear,ventosea,0.958752
ventosear,ventosea,0.958752
ventosear,ventoseamos,0.960654
ventosear,ventoseáis,0.96274227
ventosear,ventosean,0.977549
ventosear,ventoseaba,0.96796256
ventosear,ventoseabas,0.9617309
ventosear,ventoseaba,0.96796256
ventosear,ventoseaba,0.96796256
ventosear,ventoseábamos,0.9425725
ventosear,ventoseabais,0.9666377
ventosear,ventoseaban,0.97478306
ventosear,ventosearé,0.9734209
ventosear,ventosearás,0.96636766
ventosear,ventoseará,0.96992403
ventosear,ventoseará,0.96992403
ventosear,ventosearemos,0.9782616
ventosear,ventosearéis,0.9431911
ventosear,ventosearán,0.9757528
trepanar,trepano,0.95035666
trepanar,trepanas,0.9750935
trepanar,trepanás,0.9525778
trepanar,trepana,0.96701866
trepanar,trepana,0.96701866
trepanar,trepanamos,0.9634616
trepanar,trepanáis,0.93624246
trepanar,trepanan,0.9800611
trepanar,trepanaba,0.9651196
trepanar,trepanabas,0.97493756
trepanar,trepanaba,0.9651196
trepanar,trepanaba,0.9651196
trepanar,trepanábamos,0.9372916
trepanar,trepanabais,0.93005466
trepanar,trepanaban,0.9583269
trepanar,trepanaré,0.9694879
trepanar,trepanarás,0.974834
trepanar,trepanará,0.9732596
trepanar,trepanará,0.9732596
trepanar,trepanaremos,0.9651191
trepanar,trepanaréis,0.93231237
trepanar,trepanarán,0.967948
injuriar,injurio,0.973133
injuriar,injurias,0.96042025
injuriar,injuriás,0.95666134
injuriar,injuria,0.9692439
injuriar,injuria,0.96924406
injuriar,injuriamos,0.92793787
injuriar,injuriáis,0.95971256
injuriar,injurian,0.9792788
injuriar,injuriaba,0.9444973
injuriar,injuriabas,0.9612961
injuriar,injuriaba,0.9444973
injuriar,injuriaba,0.9444973
injuriar,injuriábamos,0.9388927
injuriar,injuriabais,0.94515723
injuriar,injuriaban,0.94060457
injuriar,injuriaré,0.9705342
injuriar,injuriarás,0.9728007
injuriar,injuriará,0.9667468
injuriar,injuriará,0.9667468
injuriar,injuriaremos,0.938227
injuriar,injuriaréis,0.960642
injuriar,injuriarán,0.9631702
descalabrar,descalabro,0.9728118
descalabrar,descalabras,0.95943046
descalabrar,descalabrás,0.969242
descalabrar,descalabra,0.9578872
descalabrar,descalabra,0.9578872
descalabrar,descalabramos,0.9539448
descalabrar,descalabráis,0.91502315
descalabrar,descalabran,0.9474149
descalabrar,descalabraba,0.93679845
descalabrar,descalabrabas,0.9470753
descalabrar,descalabraba,0.93679845
descalabrar,descalabraba,0.93679845
descalabrar,descalabrábamos,0.9419448
descalabrar,descalabrabais,0.91366076
descalabrar,descalabraban,0.97065336
descalabrar,descalabraré,0.97462046
descalabrar,descalabrarás,0.9814827
descalabrar,descalabrará,0.97023565
descalabrar,descalabrará,0.97023565
descalabrar,descalabraremos,0.9651613
descalabrar,descalabraréis,0.9493118
descalabrar,descalabrarán,0.9727773
sutilizar,sutilizo,0.9704161
sutilizar,sutilizas,0.9276446
sutilizar,sutilizás,0.93620104
sutilizar,sutiliza,0.9696778
sutilizar,sutiliza,0.9696778
sutilizar,sutilizamos,0.9593718
sutilizar,sutilizáis,0.9455002
sutilizar,sutilizan,0.98758805
sutilizar,sutilizaba,0.9698101
sutilizar,sutilizabas,0.9609337
sutilizar,sutilizaba,0.9698101
sutilizar,sutilizaba,0.9698101
sutilizar,sutilizábamos,0.93275523
sutilizar,sutilizabais,0.9543159
sutilizar,sutilizaban,0.96226543
sutilizar,sutilizaré,0.97015774
sutilizar,sutilizarás,0.9633413
sutilizar,sutilizará,0.9739442
sutilizar,sutilizará,0.9739442
sutilizar,sutilizaremos,0.94807565
sutilizar,sutilizaréis,0.93590885
sutilizar,sutilizarán,0.97294235
colorear,coloreo,0.9691751
colorear,coloreas,0.9643473
colorear,coloreás,0.94813937
colorear,colorea,0.96309936
colorear,colorea,0.96309936
colorear,coloreamos,0.9371858
colorear,coloreáis,0.93114763
colorear,colorean,0.9641675
colorear,coloreaba,0.91450363
colorear,coloreabas,0.9386069
colorear,coloreaba,0.91450363
colorear,coloreaba,0.91450363
colorear,coloreábamos,0.91660136
colorear,coloreabais,0.9335046
colorear,coloreaban,0.91205347
colorear,colorearé,0.959019
colorear,colorearás,0.95728725
colorear,coloreará,0.950634
colorear,coloreará,0.950634
colorear,colorearemos,0.95039153
colorear,colorearéis,0.952572
colorear,colorearán,0.94854826
fragmentar,fragmento,0.9376887
fragmentar,fragmentas,0.9515846
fragmentar,fragmentás,0.94991904
fragmentar,fragmenta,0.93616444
fragmentar,fragmenta,0.93616444
fragmentar,fragmentamos,0.95203036
