pivot,derivation,similarity,category,affix
zanca,zancudo,0.9015814,N:ADJ,-udo
zapato,zapatería,0.8880117,N:N,-ería
zapato,zapatero,0.91420835,N:ADJ,-ero
zapato,zapatilla,0.8992126,N:N,-illa
zigzag,zigzaguear,0.94212514,N:V,-ear
zorro,zorrillo,0.9043864,ADJ:N,-illo
zoología,zoológico,0.7644777,N:ADJ,-ico
vaca,vaquero,0.92792517,N:N,-ero
vaca,vaquera,0.94228333,N:N,-era
Yucatán,yucateco,0.80373806,N:ADJ,-eco
muro,mural,0.9203867,N:ADJ,-al
útil,útilmente,0.8691744,ADJ:ADV,-mente
útil,utilizar,0.85406876,ADJ:V,-izar
utilizar,utilización,0.8782664,V:N,-ción
uso,usar,0.8570926,N:V,-ar
mentir,mentiroso,0.90165484,V:ADJ,-oso
Urano,uranio,0.85186124,N:N,-io
urbanizar,urbanización,0.9290629,V:N,-ción
urgente,urgentemente,0.8540534,ADJ:ADV,-mente
Uganda,ugandés,0.6708798,N:ADJ,-és
ulterior,ulteriormente,0.876848,ADJ:ADV,-mente
último,últimamente,0.87920034,ADJ:ADV,-mente
mar,ultramar,0.7479077,N:N,ultra-
unánime,unánimemente,0.8977861,ADJ:ADV,-mente
universal,universalmente,0.9067877,ADJ:ADV,-mente
berilo,berilio,0.96194977,N:N,-io
Titán,titanio,0.84787405,ADJ:N,-io
litografía,cromo,0.84873694,N:N,cromo-
barita,bario,0.94448256,N:N,-io
Neptuno,neptunio,0.8949338,N:N,-io
Plutón,plutonio,0.8455281,N:N,-io
América,americio,0.8132329,N:N,-io
California,californio,0.78291535,N:N,-io
fer,afer,0.8415733,N:N,a-
cabo,cabal,0.8592713,N:ADJ,-al
proteína,proteinuria,0.8702011,N:N,-uria
posta,postal,0.790324,N:ADJ,-al
macho,machismo,0.87400514,ADJ:N,-ismo
bacteria,bacterial,0.9144367,N:ADJ,-al
vaca,vacuno,0.9246521,N:ADJ,-uno
vacar,vacante,0.6638131,V:ADJ,-ante
abrir,reabrir,0.84512585,V:V,re-
alzar,realzar,0.9342742,V:V,re-
civilizar,civilización,0.93693185,V:N,-ción
reproducir,reproducible,0.93126106,V:ADJ,-ible
cubrir,descubrir,0.9180311,V:V,des-
caballo,caballar,0.83660847,N:ADJ,-ar
saber,sabedor,0.90082425,N:ADJ,-dor
sabio,sabiamente,0.87914795,N:ADV,-mente
sabor,saborear,0.9185193,N:V,-ear
jabón,jabonar,0.8937527,N:V,-ar
jabón,jabonoso,0.907997,N:ADJ,-oso
jadear,jadeante,0.9168646,V:ADJ,-ante
hala,jalear,0.8174276,V:V,-ear
Jamaica,jamaicano,0.68504226,N:ADJ,-ano
Jamaica,jamaiquino,0.6735336,N:N,-ino
jarana,jaranear,0.9182521,N:V,-ear
jardín,jardinero,0.85588855,N:N,-ero
jarro,jarrón,0.9192029,N:N,-ón
jinete,jinetear,0.93828166,N:V,-ar
jocoso,jocosamente,0.9163158,ADJ:ADV,-mente
jornal,jornalero,0.8587239,N:N,-ero
joroba,jorobado,0.9236711,N:ADJ,-ado
jovial,jovialmente,0.9058981,ADJ:ADV,-mente
joya,joyería,0.8827312,N:N,-ería
joya,joyero,0.9230755,N:N,-ero
Juan,juanete,0.8077714,N:N,-ete
judicial,judicialmente,0.8795961,ADJ:ADV,-mente
juerga,juerguista,0.93604547,N:N,-ista
jugar,jugador,0.86290854,V:N,-dor
jugar,jugarreta,0.8670907,V:N,-eta
jugo,jugoso,0.94251823,N:ADJ,-oso
jugar,juguete,0.7982838,V:N,-ete
juguete,juguetear,0.94288236,N:V,-ar
juguete,juguetería,0.9247712,N:N,-ería
juguetón,juguetonamente,0.8995967,ADJ:ADV,-mente
juicio,juicioso,0.9390018,N:ADJ,-oso
junto,juntamente,0.918114,ADJ:ADV,-mente
justo,justamente,0.8930575,ADJ:ADV,-mente
justicia,justiciero,0.88558984,N:ADJ,-ero
justificar,justificación,0.8532999,V:N,-ción
joven,juvenil,0.9079904,ADJ:ADJ,-il
quebrantar,quebrantamiento,0.9326185,V:N,-miento
ñoño,ñoñería,0.874677,ADJ:N,-ería
quejar,quejido,0.91960746,V:N,-ido
burla,burlar,0.9005112,N:V,-ar
verdad,verdadero,0.90961504,N:ADJ,-ero
testículo,testicular,0.824533,N:ADJ,-ar
quemar,quemador,0.9438054,V:ADJ,-dor
quemar,quemadura,0.9183429,V:N,-dura
quemar,quemazón,0.8787376,V:N,-zón
queso,quesería,0.92486215,N:N,-ería
Quijote,quijotesco,0.8780642,N:ADJ,-sco
social,antisocial,0.8728018,ADJ:ADJ,anti-
φαίνω,quirófano,0.8184163,N:N,quiro-
quirúrgico,quirúrgicamente,0.94646955,ADJ:ADV,-mente
ñoño,ñoñear,0.88108003,ADJ:V,-ear
onda,microonda,0.79594314,N:N,micro-
falta,faltar,0.916982,N:V,-ar
polar,circumpolar,0.801088,ADJ:ADJ,circun-
tutor,tutorial,0.9500167,N:ADJ,-ial
moro,moreno,0.9276941,N:ADJ,-eno
bacterial,antibacterial,0.85647124,ADJ:ADJ,anti-
secretario,secretarial,0.85834587,N:ADJ,-al
carreta,carretera,0.78352046,N:N,-era
frente,frontera,0.8648112,N:N,-era
triste,tristeza,0.91771007,ADJ:N,-eza
legal,ilegal,0.87036544,ADJ:ADJ,in-
Perú,peruano,0.78355634,N:ADJ,-ano
elector,electoral,0.76535416,N:ADJ,-al
dimensión,dimensional,0.8306301,N:ADJ,-al
cérvix,cervical,0.85298604,N:ADJ,-al
península,peninsular,0.83161426,N:ADJ,-ar
inglés,inglesa,0.89852077,ADJ:N,-a
flor,florido,0.859846,N:ADJ,-ido
color,colorado,0.88312286,N:ADJ,-ado
lateral,unilateral,0.88310885,ADJ:ADJ,uni-
recurso,recursivo,0.8124772,N:ADJ,-ivo
unir,reunir,0.8643378,V:V,re-
unión,reunión,0.88269395,N:N,re-
arteria,arterial,0.86209357,N:ADJ,-al
estudio,estudiar,0.9070209,N:V,-ar
América,americano,0.8289313,N:ADJ,-ano
taco,taquería,0.8973048,N:N,-ería
puerto,aeropuerto,0.8838247,N:N,aero-
fijo,fijar,0.9347954,V:V,-ar
registro,registrar,0.8194765,N:V,-ar
paso,pasear,0.88296956,N:V,-ear
genital,urogenital,0.82960546,ADJ:ADJ,uro-
coloquio,coloquial,0.91221905,N:ADJ,-al
guerra,guerrilla,0.8008432,N:N,-illa
amar,amante,0.8269942,ADJ:ADJ,-ante
papal,antipapal,0.7720437,ADJ:ADJ,anti-
neutrino,antineutrino,0.81975615,N:N,anti-
peritoneo,peritonitis,0.8918644,N:N,-itis
Felipe,filipino,0.8240243,N:ADJ,-ino
στάσις,homeostasis,0.82878315,N:N,homeo-
luchar,luchador,0.9409926,V:ADJ,-dor
territorio,territorial,0.8556934,N:ADJ,-al
embarcar,embarcadero,0.94428885,V:N,-dero
acerbo,acerbamente,0.9153503,ADJ:ADV,-mente
tetrágono,tetragonal,0.879381,N:ADJ,-al
estrena,estrenar,0.96592444,N:V,-ar
zodiaco,zodiacal,0.9646739,N:ADJ,-al
paja,pajilla,0.91097444,N:N,-illa
labrar,labrador,0.91996837,V:N,-dor
permeable,impermeable,0.9589286,ADJ:ADJ,in-
torta,tortería,0.8657997,N:N,-ería
camisa,camisería,0.8743162,N:N,-ería
pastel,pastelería,0.83759534,N:N,-ería
papel,papelería,0.8128426,N:N,-ería
tortilla,tortillería,0.8355561,N:N,-ería
Finlandia,finlandés,0.8116658,N:ADJ,-és
honor,honorable,0.884028,N:ADJ,-able
esperar,esperanza,0.8669658,V:N,-anza
clerical,anticlerical,0.9234732,ADJ:ADJ,anti-
macho,machete,0.88619494,N:N,-ete
lateral,bilateral,0.8930463,ADJ:ADJ,bi-
Perú,peruviano,0.72549325,N:ADJ,-iano
viral,antiviral,0.85083914,ADJ:ADJ,anti-
virus,antivirus,0.8904362,N:N,anti-
elemento,elemental,0.81825185,N:ADJ,-al
brujo,brujería,0.9200976,N:N,-ería
dispensable,indispensable,0.9423343,ADJ:ADJ,in-
normal,paranormal,0.8938799,ADJ:ADJ,para-
agradar,agradable,0.9341308,V:ADJ,-able
base,básico,0.7934253,N:ADJ,-ico
ducto,ductal,0.9196564,N:ADJ,-al
patriota,compatriota,0.9133517,ADJ:N,com-
seguir,seguidor,0.84524614,V:N,-dor
concentrar,concentración,0.87012714,V:N,-ción
nacional,nacionalidad,0.87785757,ADJ:N,-idad
asociar,asociación,0.79251146,V:N,-ción
escuadra,escuadrón,0.8661844,N:N,-ón
enfrentar,enfrentamiento,0.7528331,V:N,-miento
manifestar,manifestante,0.9440475,V:N,-ante
organizar,organización,0.81025577,V:N,-ción
viajar,viajero,0.8828358,V:ADJ,-ero
equipar,equipaje,0.9145463,V:N,-aje
sombrero,sombrerera,0.96189535,N:N,-era
vender,vendedor,0.8600428,V:N,-dor
seguro,seguridad,0.9035209,ADJ:N,-idad
acontecer,acontecimiento,0.74396807,V:N,-miento
negociar,negociación,0.90737206,V:N,-ción
activo,actividad,0.8887788,ADJ:N,-idad
procesar,procesamiento,0.926772,V:N,-miento
invitar,invitación,0.9366924,V:N,-ción
voz,vocero,0.8440876,N:N,-ero
mayor,mayoría,0.84508103,ADJ:N,-ía
asistir,asistencia,0.8218312,V:N,-encia
católico,catolicismo,0.8678473,ADJ:N,-ismo
acción,reacción,0.8676613,N:N,re-
partido,partidario,0.82949656,N:ADJ,-ario
guerrilla,guerrillero,0.7436367,N:ADJ,-ero
comercializar,comercialización,0.9133726,V:N,-ción
por ciento,porcentaje,0.87121385,ADV:N,-aje
traficante,narcotraficante,0.85145086,N:N,narco-
escaso,escasez,0.90789217,ADJ:N,-ez
resistible,irresistible,0.9311299,ADJ:ADJ,in-
trámite,tramitar,0.8814567,N:V,-ar
presencia,presenciar,0.9102283,N:V,-ar
catar,acatar,0.85002697,V:V,a-
captura,capturar,0.84737706,N:V,-ar
relación,relacionar,0.8261128,N:V,-ar
abolir,abolición,0.8388387,V:N,-ción
exportar,exportación,0.91901475,V:N,-ción
poblar,población,0.74196935,V:N,-ción
terror,terrorismo,0.8719702,N:N,-ismo
sueldo,soldado,0.79255724,N:N,-ado
mover,movimiento,0.87608546,V:N,-miento
pelota,pelotero,0.92110187,N:N,-ero
proceder,procedimiento,0.8805109,V:N,-miento
visión,televisión,0.76215637,N:N,tele-
educar,educación,0.8083104,V:N,-ción
urbano,urbanismo,0.8734091,ADJ:N,-ismo
libre,libertad,0.88620794,N:N,-tad
periódico,periodista,0.86534655,N:N,-ista
embajada,embajador,0.8667445,N:N,-dor
detener,detención,0.8969555,V:N,-ción
pasaje,pasajero,0.9153411,N:ADJ,-ero
ropa,ropero,0.82185525,N:ADJ,-ero
silla,sillón,0.91826266,N:N,-ón
cabeza,cabecera,0.60082537,N:N,-era
colcha,colchón,0.94566584,N:N,-ón
caja,cajón,0.86925673,N:N,-ón
tocar,tocador,0.88510513,V:N,-dor
comer,comedor,0.8997505,N:N,-dor
votar,votación,0.8570645,V:N,-ción
análisis,analista,0.8723612,N:N,-ista
pueblo,poblar,0.78793764,N:V,-ar
viso,visillo,0.8959251,N:N,-illo
maza,maceta,0.8519388,N:N,-eta
café,cafetera,0.8163866,N:N,-era
plato,platillo,0.93728584,N:N,-illo
azúcar,azucarero,0.84664506,N:ADJ,-ero
hilo,hilera,0.93317443,N:N,-era
percha,perchero,0.9069334,N:N,-ero
maleta,maletín,0.8893253,N:N,-ín
paraguas,paragüero,0.8582358,N:N,-ero
escala,escalón,0.8242351,N:N,-ón
cerrar,cerradura,0.932026,V:N,-dura
caballo,caballero,0.83203393,N:N,-ero
casa,casamiento,0.90339214,N:N,-miento
atacar,atacante,0.8195467,V:ADJ,-ante
secretario,secretaría,0.8493754,N:N,-ía
integrar,integración,0.8115463,V:N,-ción
ciudad,ciudadano,0.75647557,N:ADJ,-ano
paño,pañuelo,0.9293827,N:N,-uelo
pájaro,pajarita,0.8517023,N:N,-ita
candidato,candidatura,0.90487516,N:N,-ura
defensa,autodefensa,0.8385443,N:N,auto-
movilización,desmovilización,0.90854305,ADJ:N,des-
legal,legalidad,0.8900092,ADJ:N,-idad
aguaza,aguacero,0.95243096,N:N,-ero
agudo,agudeza,0.91394025,ADJ:N,-eza
ala,alero,0.8554504,N:N,-ero
alto,altillo,0.82397735,ADJ:N,-illo
asir,asidero,0.8676731,V:N,-dero
balaustre,balaustrada,0.8486562,N:N,-ada
oficial,oficializar,0.8135743,ADJ:V,-izar
líder,liderazgo,0.88138777,N:N,-azgo
masificar,masificación,0.9365941,V:N,-ción
naturalizar,naturalización,0.91080433,V:N,-ción
absoluto,absolutismo,0.8561658,ADJ:N,-ismo
central,centralismo,0.81580406,ADJ:N,-ismo
comandar,comandante,0.778244,V:N,-ante
empeñar,desempeñar,0.9308128,V:V,des-
análisis,analizar,0.9166737,N:V,-izar
aparecer,desaparecer,0.8617504,V:V,des-
negociar,negociador,0.8817594,V:ADJ,-dor
enriquecer,enriquecimiento,0.94000703,V:N,-miento
arrollar,desarrollar,0.7525378,V:V,des-
expreso,expresar,0.8127733,ADJ:V,-ar
seguir,perseguir,0.84311175,V:V,per-
lengua,lenguaje,0.91207457,N:N,-aje
federar,federación,0.9243514,V:N,-ción
ganar,ganador,0.8715011,V:ADJ,-dor
pobre,pobreza,0.8497768,ADJ:N,-eza
programa,programar,0.929096,N:V,-ar
vivir,sobrevivir,0.829028,V:V,sobre-
asesino,asesinar,0.9080424,ADJ:V,-ar
cintura,cinturón,0.8024781,N:N,-ón
autor,autoría,0.8305644,N:N,-ía
plan,planear,0.87943745,N:V,-ear
bombarda,bombardear,0.9170782,V:V,-ear
sentir,sentimiento,0.84391654,V:N,-miento
acercar,acercamiento,0.90766984,V:N,-miento
compaña,compañero,0.82513285,N:N,-ero
mucho,muchacho,0.89090395,ADJ:N,-acho
señora,señorita,0.9426062,N:N,-ita
nudo,nudillo,0.9164209,N:N,-illo
violar,violación,0.89660805,V:N,-ción
formación,malformación,0.85249764,N:N,mal-
penalizar,penalización,0.9272971,V:N,-ción
legislar,legislación,0.8727999,V:N,-ción
creer,creencia,0.89783615,V:N,-encia
recomendar,recomendación,0.9264699,V:N,-ción
legal,legalizar,0.84632254,ADJ:V,-izar
agrupar,agrupación,0.7930896,V:N,-ción
intenso,intensidad,0.79280525,N:N,-idad
oficina,oficinista,0.84007305,N:N,-ista
mercado,supermercado,0.80269027,N:N,super-
presión,presionar,0.769613,N:V,-ar
prisión,prisionero,0.8188551,N:N,-ero
pelo,pelear,0.85932595,N:V,-ear
fútbol,futbolista,0.80721664,N:N,-ista
estera,esterilla,0.89986706,N:N,-illa
respirar,respiradero,0.93123436,V:N,-dero
cepo,cepillo,0.90428615,N:N,-illo
regular,regulación,0.82300806,ADJ:N,-ción
alto,altura,0.8212019,ADJ:N,-ura
mujer,mujeriego,0.84401894,N:ADJ,-iego
afable,afablemente,0.94475734,ADJ:ADV,-mente
pago,impago,0.86813015,N:N,in-
aguja,agujero,0.9277604,N:N,-ero
reportar,reportaje,0.86752754,V:N,-aje
documento,documental,0.8358589,N:N,-al
causa,causar,0.84820354,N:V,-ar
marca,marcar,0.80969477,N:V,-ar
oscuro,oscurecer,0.8554429,ADJ:V,-ecer
encadenar,desencadenar,0.9533667,V:V,des-
particular,particularmente,0.8351183,ADJ:ADV,-mente
público,públicamente,0.8732922,N:ADV,-mente
alto,altamente,0.8293394,ADJ:ADV,-mente
deliberado,deliberadamente,0.8783436,ADJ:ADV,-mente
intencional,intencionalmente,0.93985,ADJ:ADV,-mente
crecer,crecimiento,0.84119916,V:N,-miento
desacelerar,desaceleración,0.9060925,V:N,-ción
aislar,aislamiento,0.8498623,V:N,-miento
carro,carril,0.8967157,N:N,-il
reflejo,reflejar,0.90974706,N:V,-ar
selección,seleccionar,0.6545208,N:V,-ar
actual,actualmente,0.8389182,ADJ:ADV,-mente
panda,pandilla,0.90114975,N:N,-illa
Rodrigo,Rodríguez,0.8937834,N:N,-ez
empleo,desempleo,0.83558905,N:N,des-
ventaja,desventaja,0.90864235,N:N,des-
analfabeto,analfabetismo,0.95819163,N:N,-ismo
especializar,especialización,0.8947506,V:N,-ción
desdoblar,desdoblamiento,0.94658726,V:N,-miento
nosocomio,nosocomial,0.9276102,N:ADJ,-al
conexión,desconexión,0.8113047,N:N,des-
idea,ideología,0.8811477,N:N,-logía
tirar,retirar,0.8589206,V:V,re-
favor,favorecer,0.8121078,N:V,-ecer
disculpa,disculpar,0.9493368,V:V,-ar
millón,millonario,0.88531846,N:ADJ,-ario
imperial,imperialismo,0.8458231,ADJ:N,-ismo
subsidio,subsidiar,0.96432894,N:V,-ar
calefacción,calefaccionar,0.9314693,N:V,-ar
beneficio,beneficiar,0.8704517,N:V,-ar
chat,chatear,0.9246199,N:V,-ear
pantorra,pantorrilla,0.95281386,N:N,-illa
botar,rebotar,0.92650366,V:V,re-
gota,gotear,0.93630594,N:V,-ear
asbesto,asbestosis,0.90326756,N:N,-osis
coño,coñazo,0.9444532,N:N,-azo
tonto,tontería,0.89785635,ADJ:N,-ería
meninge,meningitis,0.89970464,N:N,-itis
peritoneo,peritoneal,0.9620292,N:ADJ,-al
pleura,pleural,0.95244896,N:ADJ,-al
goma,gomina,0.9347967,N:N,-ina
costal,intercostal,0.89112955,ADJ:ADJ,inter-
solar,extrasolar,0.8258479,ADJ:ADJ,extra-
vagina,vaginitis,0.82171863,N:N,-itis
tendón,tendinitis,0.83731973,N:N,-itis
provisión,provisional,0.85671544,N:ADJ,-al
perceptible,imperceptible,0.96435887,ADJ:ADJ,in-
tolerable,intolerable,0.93096715,ADJ:ADJ,in-
audible,inaudible,0.85940343,ADJ:ADJ,in-
engaño,desengaño,0.90106535,N:N,des-
decepción,decepcionar,0.8207188,N:V,-ar
grave,gravedad,0.8948722,ADJ:N,-dad
cansar,descansar,0.8758594,V:V,des-
actor,exactor,0.63276076,N:N,ex-
viajar,viajante,0.83176905,V:ADJ,-ante
gel,aerogel,0.80354893,N:N,aero-
picar,picador,0.9327185,V:N,-dor
faro,farero,0.90799284,N:N,-ero
banda,bandera,0.81300116,N:N,-era
pesado,pesadilla,0.8709633,ADJ:N,-illa
vaina,vainilla,0.9630991,N:N,-illa
deshidratar,deshidratación,0.92929536,V:N,-ción
plata,platina,0.6559697,N:N,-ina
obra,obrero,0.78227997,N:N,-ero
bello,belleza,0.8639262,ADJ:N,-eza
diestro,destreza,0.85771716,ADJ:N,-eza
completo,completamente,0.8631371,ADJ:ADV,-mente
torear,toreador,0.91409534,V:N,-dor
chapuz,chapucero,0.9483805,N:ADJ,-ero
cubrir,encubrir,0.9399516,V:V,en-
cubrir,recubrir,0.93147194,V:V,re-
desafortunado,desafortunadamente,0.90679014,ADJ:ADV,-mente
afortunado,afortunadamente,0.90966254,ADJ:ADV,-mente
gato,gatito,0.9445922,N:N,-ito
llorar,llorón,0.88328207,V:N,-ón
llamar,llamamiento,0.884305,V:N,-miento
cojón,cojonudo,0.9140669,N:ADJ,-udo
amigo,amigote,0.91574466,N:N,-ote
congelar,descongelar,0.94047385,V:V,des-
manteca,mantequilla,0.9210231,N:N,-illa
lleno,llenito,0.9620605,ADJ:ADJ,-ito
abuelo,abolengo,0.8972936,N:N,-engo
presentar,presentable,0.8793019,V:ADJ,-able
radio,radial,0.869795,N:ADJ,-al
color,unicolor,0.68876237,N:ADJ,uni-
humo,humear,0.7943416,N:V,-ear
vacunar,vacunación,0.9406923,V:N,-ción
vacuna,vacunar,0.9508949,N:V,-ar
vado,vadear,0.8679605,N:V,-ear
vagabundo,vagabundear,0.943015,ADJ:V,-ear
vago,vagamente,0.8695741,ADJ:ADV,-mente
vago,vaguear,0.8908549,ADJ:V,-ear
vago,vaguedad,0.8730466,ADJ:N,-edad
valer,valedero,0.94278735,V:ADJ,-dero
valiente,valentía,0.91075104,ADJ:N,-ía
valor,valorar,0.85216993,N:V,-ar
título,titular,0.8483621,N:ADJ,-ar
cruz,cruzar,0.9176157,N:V,-ar
vano,vanamente,0.90988094,ADJ:ADV,-mente
vándalo,vandalismo,0.86419266,N:N,-ismo
vano,vanidad,0.90397793,ADJ:N,-idad
vaporizar,vaporizador,0.9092779,V:N,-dor
vara,varilla,0.83875287,N:N,-illa
varón,varonil,0.87878805,N:ADJ,-il
vecino,vecindad,0.87681943,ADJ:N,-dad
veleidad,veleidoso,0.92214507,N:ADJ,-oso
vela,velero,0.8701702,N:N,-ero
velloso,vellosidad,0.88624996,ADJ:N,-idad
apretar,apretón,0.93316853,V:N,-ón
lleno,llenar,0.9479745,ADJ:V,-ar
lluvia,lluvioso,0.916401,N:ADJ,-oso
casa,casero,0.88699675,N:ADJ,-ero
nítido,nitidez,0.8479756,ADJ:N,-ez
nombrar,nombramiento,0.7936945,V:N,-miento
osado,osadía,0.88398224,ADJ:N,-ía
masturbar,masturbación,0.9257159,V:N,-ción
cigarro,cigarrillo,0.93223625,N:N,-illo
habitar,habitación,0.8432782,V:N,-ción
hallar,hallazgo,0.87676525,V:N,-azgo
vanguardia,vanguardista,0.9565143,N:ADJ,-ista
organizar,organizador,0.7284237,V:N,-dor
