pivot,derivation,similarity,category,affix
fin,finar,0.36413527838207416,N:V,-ar
semicírculo,semicircular,0.6077982831398179,N:ADJ,-ar
estudiar,estudiante,0.4393878980292776,V:N,-ante
colonia,colonial,0.5313676699874608,N:ADJ,-al
bravo,bravura,0.5699541256206279,ADJ:N,-ura
ahora,ahorita,0.5694673337511401,ADV:ADV,-ita
dialecto,dialectal,0.7121925809962798,N:ADJ,-al
usar,usable,0.3975479329787719,V:ADJ,-able
perico,periquito,0.692412143936765,ADJ:N,-ito
sala,salón,0.6637981696726895,N:N,-ón
ayer,anteayer,0.868043073287411,N:ADV,ante-
pecado,pecadillo,0.6664152331050808,N:N,-illo
bocado,bocadillo,0.6054681577640225,N:N,-illo
zumbar,zumbido,0.5840542211806987,V:N,-ido
zanca,zancudo,0.2644596722804775,N:ADJ,-udo
zapato,zapatería,0.4420284700023851,N:N,-ería
zapato,zapatero,0.5351119382996996,N:ADJ,-ero
zapato,zapatilla,0.6746568799975745,N:N,-illa
zigzag,zigzaguear,0.5703708760842691,N:V,-ear
zorro,zorrillo,0.5304688456664981,ADJ:N,-illo
zoología,zoológico,0.433477950461965,N:ADJ,-ico
vaca,vaquero,0.33480192061612746,N:U,-ero
vaca,vaquera,0.43280129018764146,N:N,-era
Yucatán,yucateco,0.6626568905512847,N:ADJ,-eco
muro,mural,0.47921956224761475,N:ADJ,-al
útil,útilmente,0.4826374676485282,ADJ:ADV,-mente
útil,utilizar,0.36826388811671706,ADJ:V,-izar
utilizar,utilización,0.6167402736865621,V:N,-ción
uso,usar,0.5659717559789673,N:V,-ar
mentir,mentiroso,0.5296365938965335,V:ADJ,-oso
Urano,uranio,0.1323155821487414,N:N,-io
urbanizar,urbanización,0.5859586352991158,V:N,-ción
urgente,urgentemente,0.7302775295748513,ADJ:ADV,-mente
Uganda,ugandés,0.6478312514077964,N:ADJ,-és
ulterior,ulteriormente,0.5980613966036183,ADJ:ADV,-mente
último,últimamente,0.3453463547826989,ADJ:ADV,-mente
mar,ultramar,0.29537944883501877,N:N,ultra-
unánime,unánimemente,0.6930541540449028,ADJ:ADV,-mente
universal,universalmente,0.5559882659243535,ADJ:ADV,-mente
berilo,berilio,0.5648085620837956,N:N,-io
Titán,titanio,0.3255878397661427,ADJ:N,-io
litografía,cromo,0.28857530695577704,N:N,cromo-
barita,bario,0.3821795832455286,N:N,-io
Neptuno,neptunio,0.34636017611230907,N:N,-io
Plutón,plutonio,0.29119767087468584,N:N,-io
América,americio,0.236640656516506,N:N,-io
California,californio,0.3175287576825556,N:N,-io
fer,afer,0.2449014419169835,N:N,a-
cabo,cabal,0.11000419384018978,N:ADJ,-al
proteína,proteinuria,0.4097403609475634,N:N,-uria
posta,postal,0.28119951750966043,N:ADJ,-al
macho,machismo,0.40921016429462775,ADJ:N,-ismo
bacteria,bacterial,0.6797730860789204,N:ADJ,-al
vaca,vacuno,0.6032015932240716,N:ADJ,-uno
vacar,vacante,0.33436864245333253,V:ADJ,-ante
abrir,reabrir,0.7161671211949956,V:V,re-
alzar,realzar,0.4188635135668446,V:V,re-
civilizar,civilización,0.5493371103253654,V:N,-ción
reproducir,reproducible,0.4835208781910565,V:ADJ,-ible
cubrir,descubrir,0.3065225286972382,V:V,des-
caballo,caballar,0.5094273307115407,N:ADJ,-ar
saber,sabedor,0.3598100840209921,N:ADJ,-dor
sabio,sabiamente,0.4010084694377358,N:ADV,-mente
sabor,saborear,0.486463101504208,N:V,-ear
jabón,jabonar,0.5612359883759095,N:V,-ar
jabón,jabonoso,0.6436023642294272,N:ADJ,-oso
jadear,jadeante,0.6339606591736023,V:ADJ,-ante
hala,jalear,0.3817908081607677,V:V,-ear
Jamaica,jamaicano,0.5647205726604468,N:ADJ,-ano
Jamaica,jamaiquino,0.5744042725652988,N:N,-ino
jarana,jaranear,0.3972033061314211,N:V,-ear
jardín,jardinero,0.571569227220078,N:N,-ero
jarro,jarrón,0.5934919944714816,N:N,-ón
jinete,jinetear,0.49043784693062287,N:V,-ar
jocoso,jocosamente,0.5141217890463907,ADJ:ADV,-mente
jornal,jornalero,0.5841616761444308,N:N,-ero
joroba,jorobado,0.5185141239157686,N:ADJ,-ado
jovial,jovialmente,0.5763965571314874,ADJ:ADV,-mente
joya,joyería,0.4824885401780481,N:N,-ería
joya,joyero,0.44352927972150735,N:N,-ero
Juan,juanete,0.1453622420095797,N:N,-ete
judicial,judicialmente,0.5391888668601897,ADJ:ADV,-mente
juerga,juerguista,0.5756442451138413,N:N,-ista
jugar,jugador,0.5083552055830366,V:N,-dor
jugar,jugarreta,0.23057015770808664,V:N,-eta
jugo,jugoso,0.38036914997441884,N:ADJ,-oso
jugar,juguete,0.33672848003653855,V:N,-ete
juguete,juguetear,0.43021907236783596,N:V,-ar
juguete,juguetería,0.5670259985148358,N:N,-ería
juguetón,juguetonamente,0.572238320633217,ADJ:ADV,-mente
juicio,juicioso,0.3813762507912418,N:ADJ,-oso
junto,juntamente,0.6513207702302289,ADJ:ADV,-mente
justo,justamente,0.6311552928598407,ADJ:ADV,-mente
justicia,justiciero,0.49078078570259587,N:ADJ,-ero
justificar,justificación,0.7316643848029677,V:N,-ción
joven,juvenil,0.5123516360152879,ADJ:ADJ,-il
quebrantar,quebrantamiento,0.6033406951174224,V:N,-miento
ñoño,ñoñería,0.5676544702609713,ADJ:N,-ería
quejar,quejido,0.1182996803208467,V:N,-ido
burla,burlar,0.44724999860815395,N:V,-ar
verdad,verdadero,0.41718185835793264,N:ADJ,-ero
testículo,testicular,0.6436847437900597,N:ADJ,-ar
quemar,quemador,0.470152415166068,V:ADJ,-dor
quemar,quemadura,0.32386253415252364,V:N,-dura
quemar,quemazón,0.2987270397873749,V:N,-zón
queso,quesería,0.480022385973772,N:N,-ería
Quijote,quijotesco,0.6062066376075941,N:ADJ,-sco
quince,quinceavo,0.33402820280838186,U:N,-avo
social,antisocial,0.4187437515301413,ADJ:ADJ,anti-
φαίνω,quirófano,0.11333741144594012,N:N,quiro-
quirúrgico,quirúrgicamente,0.4862419816611354,ADJ:ADV,-mente
ñoño,ñoñear,0.24458224079924062,ADJ:V,-ear
onda,microonda,0.3161801273279803,N:N,micro-
falta,faltar,0.4967837151046396,N:V,-ar
polar,circumpolar,0.5133344477693782,ADJ:ADJ,circun-
tutor,tutorial,0.38625134775843284,N:ADJ,-ial
moro,moreno,0.30352743551710404,N:ADJ,-eno
bacterial,antibacterial,0.5116148937207916,ADJ:ADJ,anti-
secretario,secretarial,0.44635489430510855,N:ADJ,-al
carreta,carretera,0.45489675050533973,N:N,-era
frente,frontera,0.2688315301885281,N:N,-era
triste,tristeza,0.5994039501307215,ADJ:N,-eza
legal,ilegal,0.5739834812964552,ADJ:ADJ,in-
Perú,peruano,0.7117815403038182,N:ADJ,-ano
elector,electoral,0.5151351394534472,N:ADJ,-al
dimensión,dimensional,0.5876765794837916,N:ADJ,-al
cérvix,cervical,0.5288110235398253,N:ADJ,-al
península,peninsular,0.6381389410789973,N:ADJ,-ar
inglés,inglesa,0.497430985808452,ADJ:N,-a
flor,florido,0.42119402021992147,N:ADJ,-ido
color,colorado,0.44901946594591724,N:ADJ,-ado
lateral,unilateral,0.26493735432796917,ADJ:ADJ,uni-
recurso,recursivo,0.4427855725429375,N:ADJ,-ivo
unir,reunir,0.6460107131868575,V:V,re-
unión,reunión,0.4170335516401835,N:N,re-
arteria,arterial,0.5026609735543063,N:ADJ,-al
estudio,estudiar,0.48312944539147684,N:V,-ar
América,americano,0.40618284096078816,N:ADJ,-ano
taco,taquería,0.40547504440785587,N:N,-ería
puerto,aeropuerto,0.4685735617292849,N:N,aero-
fijo,fijar,0.3757803825543431,V:V,-ar
registro,registrar,0.6344734507503074,N:V,-ar
paso,pasear,0.24740182783625686,N:V,-ear
genital,urogenital,0.6940072661070886,ADJ:ADJ,uro-
coloquio,coloquial,0.23097312063901498,N:ADJ,-al
guerra,guerrilla,0.49824957723970553,N:N,-illa
amar,amante,0.34711788472530614,ADJ:ADJ,-ante
papal,antipapal,0.633099260577618,ADJ:ADJ,anti-
neutrino,antineutrino,0.7505324898903307,N:N,anti-
peritoneo,peritonitis,0.4434647272904516,N:N,-itis
Felipe,filipino,0.21325586365447757,N:ADJ,-ino
στάσις,homeostasis,0.3288837221637124,N:N,homeo-
luchar,luchador,0.423919866989942,V:ADJ,-dor
territorio,territorial,0.7122476039418962,N:ADJ,-al
embarcar,embarcadero,0.49355555672116647,V:N,-dero
acerbo,acerbamente,0.4144021161320881,ADJ:ADV,-mente
tetrágono,tetragonal,0.4911230197406675,N:ADJ,-al
estrena,estrenar,0.5687692008318302,N:V,-ar
zodiaco,zodiacal,0.6659499795988126,N:ADJ,-al
paja,pajilla,0.5509028548229056,N:N,-illa
labrar,labrador,0.3502501672415862,V:N,-dor
permeable,impermeable,0.5914427213889464,ADJ:ADJ,in-
torta,tortería,0.4505219092317312,N:N,-ería
camisa,camisería,0.49996890658139614,N:N,-ería
pastel,pastelería,0.43287559383535246,N:N,-ería
papel,papelería,0.2765917338004147,N:N,-ería
tortilla,tortillería,0.5245293894657357,N:N,-ería
Finlandia,finlandés,0.6860973401425541,N:ADJ,-és
honor,honorable,0.5203209679064152,N:ADJ,-able
esperar,esperanza,0.40046562740478886,V:N,-anza
clerical,anticlerical,0.6198883245231912,ADJ:ADJ,anti-
macho,machete,0.3022686887339405,N:N,-ete
lateral,bilateral,0.18344163999844287,ADJ:ADJ,bi-
Perú,peruviano,0.420407498082378,N:ADJ,-iano
viral,antiviral,0.4022552576771823,ADJ:ADJ,anti-
virus,antivirus,0.6063967092342922,N:N,anti-
elemento,elemental,0.547588500477653,N:ADJ,-al
brujo,brujería,0.5252398066744749,N:N,-ería
dispensable,indispensable,0.6373268854200131,ADJ:ADJ,in-
normal,paranormal,0.3288047152896211,ADJ:ADJ,para-
agradar,agradable,0.35065534939830645,V:ADJ,-able
base,básico,0.36028346345138973,N:ADJ,-ico
ducto,ductal,0.4276369611128985,N:ADJ,-al
patriota,compatriota,0.4514755106784045,ADJ:N,com-
seguir,seguidor,0.2969274915520802,V:N,-dor
concentrar,concentración,0.4731149811722355,V:N,-ción
nacional,nacionalidad,0.404909109870335,ADJ:N,-idad
asociar,asociación,0.3863325528396717,V:N,-ción
escuadra,escuadrón,0.482761103223768,N:N,-ón
enfrentar,enfrentamiento,0.4665442663501137,V:N,-miento
manifestar,manifestante,0.28505120164375974,V:N,-ante
organizar,organización,0.5594790507536003,V:N,-ción
viajar,viajero,0.43547394300725073,V:ADJ,-ero
equipar,equipaje,0.1881022877522731,V:N,-aje
sombrero,sombrerera,0.4443558917136994,N:N,-era
vender,vendedor,0.5247268017271755,V:N,-dor
seguro,seguridad,0.41462866045243785,ADJ:N,-idad
acontecer,acontecimiento,0.6189138820513076,V:N,-miento
negociar,negociación,0.667529159420601,V:N,-ción
activo,actividad,0.42557358868378836,ADJ:N,-idad
procesar,procesamiento,0.6850156556829374,V:N,-miento
invitar,invitación,0.584394414527082,V:N,-ción
voz,vocero,0.24447284936325708,N:N,-ero
mayor,mayoría,0.3412358047574352,ADJ:N,-ía
asistir,asistencia,0.5077102817464338,V:N,-encia
católico,catolicismo,0.7292042471284427,ADJ:N,-ismo
acción,reacción,0.56355860190278,N:N,re-
partido,partidario,0.4152491434207979,N:ADJ,-ario
guerrilla,guerrillero,0.734036964652777,N:ADJ,-ero
comercializar,comercialización,0.6554897273102707,V:N,-ción
por ciento,porcentaje,0.16552204617763577,ADV:N,-aje
traficante,narcotraficante,0.652076265846673,N:N,narco-
escaso,escasez,0.41902158601052364,ADJ:N,-ez
resistible,irresistible,0.5154389067233918,ADJ:ADJ,in-
trámite,tramitar,0.6345692980720374,N:V,-ar
presencia,presenciar,0.40738561537705686,N:V,-ar
catar,acatar,0.21989723902819092,V:V,a-
captura,capturar,0.6933051306758546,N:V,-ar
relación,relacionar,0.4896326742548449,N:V,-ar
abolir,abolición,0.6977844823806592,V:N,-ción
exportar,exportación,0.6966875839909403,V:N,-ción
poblar,población,0.3099331794935266,V:N,-ción
terror,terrorismo,0.5150073426620941,N:N,-ismo
sueldo,soldado,0.26436192880799103,N:N,-ado
mover,movimiento,0.4394138471019702,V:N,-miento
pelota,pelotero,0.39609965934072033,N:N,-ero
proceder,procedimiento,0.523724333311023,V:N,-miento
visión,televisión,0.23990873362913567,N:N,tele-
educar,educación,0.5486505568733767,V:N,-ción
urbano,urbanismo,0.6243453398611558,ADJ:N,-ismo
libre,libertad,0.5248326759469734,N:N,-tad
periódico,periodista,0.5415313473985113,N:N,-ista
embajada,embajador,0.6422469268962268,N:N,-dor
detener,detención,0.4822347372879672,V:N,-ción
pasaje,pasajero,0.484755703281851,N:ADJ,-ero
ropa,ropero,0.4798366387977797,N:ADJ,-ero
silla,sillón,0.6603007093565555,N:N,-ón
cabeza,cabecera,0.34926713266403264,N:N,-era
colcha,colchón,0.42192638195477805,N:N,-ón
caja,cajón,0.4566746870892464,N:N,-ón
tocar,tocador,0.24680889636976677,V:N,-dor
comer,comedor,0.34103892258842217,N:N,-dor
votar,votación,0.6125056667683669,V:N,-ción
análisis,analista,0.5213315669209737,N:N,-ista
pueblo,poblar,0.30502222129491807,N:V,-ar
viso,visillo,0.3103551702286069,N:N,-illo
maza,maceta,0.273876224566988,N:N,-eta
café,cafetera,0.5420065818571553,N:N,-era
plato,platillo,0.6325815192299629,N:N,-illo
azúcar,azucarero,0.4737882568974897,N:ADJ,-ero
hilo,hilera,0.2800131027552928,N:N,-era
percha,perchero,0.6468600993084672,N:N,-ero
maleta,maletín,0.6078751298473708,N:N,-ín
paraguas,paragüero,0.5529225762431319,N:N,-ero
escala,escalón,0.3688727861031258,N:N,-ón
cerrar,cerradura,0.34590548368124563,V:N,-dura
caballo,caballero,0.4936373182867364,N:N,-ero
casa,casamiento,0.24580991691283682,N:N,-miento
atacar,atacante,0.4078153056806664,V:ADJ,-ante
secretario,secretaría,0.6724596141441085,N:N,-ía
integrar,integración,0.5764628474931068,V:N,-ción
ciudad,ciudadano,0.2873164824898081,N:ADJ,-ano
paño,pañuelo,0.6322423133769431,N:N,-uelo
pájaro,pajarita,0.4304785630699104,N:N,-ita
candidato,candidatura,0.6833470470825384,N:N,-ura
defensa,autodefensa,0.528453464689395,N:N,auto-
movilización,desmovilización,0.5042060117686744,ADJ:N,des-
legal,legalidad,0.5593175945722609,ADJ:N,-idad
aguaza,aguacero,0.28781294740491725,N:N,-ero
agudo,agudeza,0.43635938099432403,ADJ:N,-eza
ala,alero,0.31430359965359655,N:N,-ero
alto,altillo,0.25211549897828966,ADJ:N,-illo
asir,asidero,0.4501842995250418,V:N,-dero
balaustre,balaustrada,0.6721547562229587,N:N,-ada
oficial,oficializar,0.42311619931363986,ADJ:V,-izar
líder,liderazgo,0.5988813903606908,N:N,-azgo
masificar,masificación,0.6181742269232762,V:N,-ción
naturalizar,naturalización,0.5745264220004292,V:N,-ción
absoluto,absolutismo,0.3461499815434771,ADJ:N,-ismo
central,centralismo,0.3251325863543637,ADJ:N,-ismo
comandar,comandante,0.49527982935027426,V:N,-ante
empeñar,desempeñar,0.3329414915294866,V:V,des-
análisis,analizar,0.5767454408018493,N:V,-izar
aparecer,desaparecer,0.674546167305246,V:V,des-
negociar,negociador,0.6230803959506568,V:ADJ,-dor
enriquecer,enriquecimiento,0.5312892559667397,V:N,-miento
arrollar,desarrollar,0.30753398415179534,V:V,des-
expreso,expresar,0.42222041518361375,ADJ:V,-ar
seguir,perseguir,0.45286329714936735,V:V,per-
lengua,lenguaje,0.4804656125109361,N:N,-aje
federar,federación,0.6141046666703174,V:N,-ción
ganar,ganador,0.47686643232041814,V:ADJ,-dor
pobre,pobreza,0.3962463885623497,ADJ:N,-eza
programa,programar,0.433294481800069,N:V,-ar
vivir,sobrevivir,0.6399060310358672,V:V,sobre-
asesino,asesinar,0.5937836301311604,ADJ:V,-ar
cintura,cinturón,0.48643552738191953,N:N,-ón
autor,autoría,0.5855913334463627,N:N,-ía
plan,planear,0.4924556991057154,N:V,-ear
bombarda,bombardear,0.2933861725630197,V:V,-ear
sentir,sentimiento,0.56520195591028,V:N,-miento
acercar,acercamiento,0.5557018826132822,V:N,-miento
compaña,compañero,0.27201412906330913,N:N,-ero
mucho,muchacho,0.2300031321536784,ADJ:N,-acho
señora,señorita,0.8002725902906316,N:N,-ita
nudo,nudillo,0.3533004466755705,N:N,-illo
violar,violación,0.6517299499470944,V:N,-ción
formación,malformación,0.22122288256417255,N:N,mal-
penalizar,penalización,0.6564147078435809,V:N,-ción
legislar,legislación,0.4986832082008328,V:N,-ción
creer,creencia,0.49550826782417334,V:N,-encia
recomendar,recomendación,0.5716899074910887,V:N,-ción
legal,legalizar,0.44465632536786215,ADJ:V,-izar
agrupar,agrupación,0.3580030937648301,V:N,-ción
intenso,intensidad,0.47954499330999334,N:N,-idad
oficina,oficinista,0.518013257849832,N:N,-ista
mercado,supermercado,0.41577312897910124,N:N,super-
presión,presionar,0.47863021058843147,N:V,-ar
prisión,prisionero,0.4896121983780859,N:N,-ero
pelo,pelear,0.14577072366714083,N:V,-ear
fútbol,futbolista,0.6034180783589852,N:N,-ista
estera,esterilla,0.6356265529219024,N:N,-illa
respirar,respiradero,0.2981427865156654,V:N,-dero
cepo,cepillo,0.24086350454891936,N:N,-illo
regular,regulación,0.5180765760864705,ADJ:N,-ción
alto,altura,0.4472769041167437,ADJ:N,-ura
mujer,mujeriego,0.3521209977848597,N:ADJ,-iego
afable,afablemente,0.642526248521194,ADJ:ADV,-mente
pago,impago,0.5022624491082098,N:N,in-
aguja,agujero,0.38815612741868666,N:N,-ero
reportar,reportaje,0.2230167408010424,V:N,-aje
documento,documental,0.47534423825666017,N:N,-al
causa,causar,0.5122009136287262,N:V,-ar
marca,marcar,0.47344304498014234,N:V,-ar
oscuro,oscurecer,0.4238163286766188,ADJ:V,-ecer
encadenar,desencadenar,0.46987541179152637,V:V,des-
particular,particularmente,0.6315446155142082,ADJ:ADV,-mente
público,públicamente,0.42109279279109346,N:ADV,-mente
alto,altamente,0.28859384105716,ADJ:ADV,-mente
deliberado,deliberadamente,0.6144211345362931,ADJ:ADV,-mente
intencional,intencionalmente,0.7118383805700906,ADJ:ADV,-mente
crecer,crecimiento,0.5436326298709792,V:N,-miento
desacelerar,desaceleración,0.6109036059423842,V:N,-ción
aislar,aislamiento,0.47637825310886606,V:N,-miento
carro,carril,0.4399608603590315,N:N,-il
reflejo,reflejar,0.5466494422056273,N:V,-ar
selección,seleccionar,0.4815496023274817,N:V,-ar
actual,actualmente,0.5173826003411329,ADJ:ADV,-mente
panda,pandilla,0.5530166130376545,N:N,-illa
Rodrigo,Rodríguez,0.56241931502269,N:N,-ez
empleo,desempleo,0.6193207520725801,N:N,des-
ventaja,desventaja,0.814297799396948,N:N,des-
analfabeto,analfabetismo,0.54625039632961,N:N,-ismo
especializar,especialización,0.6153736351949596,V:N,-ción
desdoblar,desdoblamiento,0.6200818760516943,V:N,-miento
nosocomio,nosocomial,0.43359588194627663,N:ADJ,-al
conexión,desconexión,0.6060456812270514,N:N,des-
idea,ideología,0.5148663279776602,N:N,-logía
tirar,retirar,0.5225712277708978,V:V,re-
favor,favorecer,0.33949025543954225,N:V,-ecer
disculpa,disculpar,0.6129709512632112,V:V,-ar
millón,millonario,0.3041702294663948,N:ADJ,-ario
imperial,imperialismo,0.49370307107935973,ADJ:N,-ismo
subsidio,subsidiar,0.583365167466142,N:V,-ar
calefacción,calefaccionar,0.6272048275634293,N:V,-ar
beneficio,beneficiar,0.6049921006125013,N:V,-ar
chat,chatear,0.689655516957992,N:V,-ear
pantorra,pantorrilla,0.40504278401922633,N:N,-illa
botar,rebotar,0.49758537811165604,V:V,re-
gota,gotear,0.4046989286670801,N:V,-ear
asbesto,asbestosis,0.6751792240354995,N:N,-osis
tú,tutear,0.17742003796372063,U:V,-ear
vos,vosear,0.27431797210085895,U:V,-ear
coño,coñazo,0.4419689786642511,N:N,-azo
tonto,tontería,0.5266340916495421,ADJ:N,-ería
meninge,meningitis,0.3822135219457856,N:N,-itis
peritoneo,peritoneal,0.6313140173287183,N:ADJ,-al
pleura,pleural,0.7126212423354535,N:ADJ,-al
goma,gomina,0.31103941630453846,N:N,-ina
costal,intercostal,0.35140699087310334,ADJ:ADJ,inter-
solar,extrasolar,0.23413468879678012,ADJ:ADJ,extra-
vagina,vaginitis,0.5180197747033449,N:N,-itis
tendón,tendinitis,0.5940665997631362,N:N,-itis
provisión,provisional,0.37557715498621524,N:ADJ,-al
perceptible,imperceptible,0.7668035627272082,ADJ:ADJ,in-
tolerable,intolerable,0.6679543603305896,ADJ:ADJ,in-
audible,inaudible,0.6794127991978671,ADJ:ADJ,in-
engaño,desengaño,0.64159529668387,N:N,des-
decepción,decepcionar,0.5297204215721046,N:V,-ar
grave,gravedad,0.5007234414327816,ADJ:N,-dad
cansar,descansar,0.4125719166354409,V:V,des-
actor,exactor,0.5026907378672395,N:N,ex-
viajar,viajante,0.34755718578275885,V:ADJ,-ante
