pivot,inflection,similarity,category
encadenar,encadenabas,0.9490653,V;IND;PST;IPFV;2;SG;INFM
encadenar,encadenaba,0.9307323,V;IND;PST;IPFV;3;SG
encadenar,encadenábamos,0.9419094,V;IND;PST;IPFV;1;PL
encadenar,encadenabais,0.90730494,V;IND;PST;IPFV;2;PL
encadenar,encadenaban,0.95589703,V;IND;PST;IPFV;3;PL
encadenar,encadenaré,0.9596233,V;IND;FUT;1;SG
encadenar,encadenarás,0.9731837,V;IND;FUT;2;SG;INFM
encadenar,encadenará,0.955456,V;IND;FUT;3;SG
encadenar,encadenaremos,0.9425126,V;IND;FUT;1;PL
encadenar,encadenaréis,0.95772135,V;IND;FUT;2;PL
encadenar,encadenarán,0.94941205,V;IND;FUT;3;PL
posar,poso,0.90636736,V;IND;PRS;1;SG
posar,posas,0.8975537,V;IND;PRS;2;SG;INFM
posar,posa,0.9001763,V;IND;PRS;3;SG
posar,posamos,0.8949923,V;IND;PRS;1;PL
posar,posáis,0.8443922,V;IND;PRS;2;PL
posar,posan,0.85806316,V;IND;PRS;3;PL
posar,posaba,0.8682302,V;IND;PST;IPFV;1;SG
posar,posabas,0.865192,V;IND;PST;IPFV;2;SG;INFM
posar,posaba,0.8682302,V;IND;PST;IPFV;3;SG
posar,posábamos,0.88979864,V;IND;PST;IPFV;1;PL
posar,posabais,0.85363626,V;IND;PST;IPFV;2;PL
posar,posaban,0.8690073,V;IND;PST;IPFV;3;PL
posar,posaré,0.94212157,V;IND;FUT;1;SG
posar,posarás,0.93215406,V;IND;FUT;2;SG;INFM
posar,posará,0.94582117,V;IND;FUT;3;SG
posar,posaremos,0.9181694,V;IND;FUT;1;PL
posar,posaréis,0.94762295,V;IND;FUT;2;PL
posar,posarán,0.9322415,V;IND;FUT;3;PL
colorear,coloreo,0.9691751,V;IND;PRS;1;SG
colorear,coloreas,0.9643473,V;IND;PRS;2;SG;INFM
colorear,colorea,0.9630993,V;IND;PRS;3;SG
colorear,coloreamos,0.93718594,V;IND;PRS;1;PL
colorear,coloreáis,0.9311475,V;IND;PRS;2;PL
colorear,colorean,0.9641675,V;IND;PRS;3;PL
colorear,coloreaba,0.9145035,V;IND;PST;IPFV;1;SG
colorear,coloreabas,0.9386068,V;IND;PST;IPFV;2;SG;INFM
colorear,coloreaba,0.9145035,V;IND;PST;IPFV;3;SG
colorear,coloreábamos,0.91660124,V;IND;PST;IPFV;1;PL
colorear,coloreabais,0.93350464,V;IND;PST;IPFV;2;PL
colorear,coloreaban,0.9120535,V;IND;PST;IPFV;3;PL
colorear,colorearé,0.959019,V;IND;FUT;1;SG
colorear,colorearás,0.95728725,V;IND;FUT;2;SG;INFM
colorear,coloreará,0.9506339,V;IND;FUT;3;SG
colorear,colorearemos,0.9503915,V;IND;FUT;1;PL
colorear,colorearéis,0.95257187,V;IND;FUT;2;PL
colorear,colorearán,0.94854814,V;IND;FUT;3;PL
fragmentar,fragmento,0.93768877,V;IND;PRS;1;SG
fragmentar,fragmentas,0.9515846,V;IND;PRS;2;SG;INFM
fragmentar,fragmenta,0.9361647,V;IND;PRS;3;SG
fragmentar,fragmentamos,0.9520305,V;IND;PRS;1;PL
fragmentar,fragmentáis,0.9352435,V;IND;PRS;2;PL
fragmentar,fragmentan,0.97782797,V;IND;PRS;3;PL
fragmentar,fragmentaba,0.93466467,V;IND;PST;IPFV;1;SG
fragmentar,fragmentabas,0.9337713,V;IND;PST;IPFV;2;SG;INFM
fragmentar,fragmentaba,0.93466467,V;IND;PST;IPFV;3;SG
fragmentar,fragmentábamos,0.9320365,V;IND;PST;IPFV;1;PL
fragmentar,fragmentabais,0.9383568,V;IND;PST;IPFV;2;PL
fragmentar,fragmentaban,0.9441946,V;IND;PST;IPFV;3;PL
fragmentar,fragmentaré,0.9621719,V;IND;FUT;1;SG
fragmentar,fragmentarás,0.967873,V;IND;FUT;2;SG;INFM
fragmentar,fragmentará,0.9653674,V;IND;FUT;3;SG
fragmentar,fragmentaremos,0.94272697,V;IND;FUT;1;PL
fragmentar,fragmentaréis,0.9528535,V;IND;FUT;2;PL
fragmentar,fragmentarán,0.97044706,V;IND;FUT;3;PL
atender,atiendo,0.9147904,V;IND;PRS;1;SG
atender,atiendes,0.91819966,V;IND;PRS;2;SG;INFM
atender,atiende,0.9149866,V;IND;PRS;3;SG
atender,atendemos,0.915696,V;IND;PRS;1;PL
atender,atendéis,0.9049239,V;IND;PRS;2;PL
atender,atienden,0.8560207,V;IND;PRS;3;PL
atender,atendía,0.9306299,V;IND;PST;IPFV;1;SG
atender,atendías,0.91741824,V;IND;PST;IPFV;2;SG;INFM
atender,atendía,0.9306299,V;IND;PST;IPFV;3;SG
atender,atendíamos,0.90146196,V;IND;PST;IPFV;1;PL
atender,atendíais,0.8952044,V;IND;PST;IPFV;2;PL
atender,atendían,0.90770596,V;IND;PST;IPFV;3;PL
atender,atenderé,0.92299575,V;IND;FUT;1;SG
atender,atenderás,0.93670714,V;IND;FUT;2;SG;INFM
atender,atenderá,0.92131186,V;IND;FUT;3;SG
atender,atenderemos,0.9198107,V;IND;FUT;1;PL
atender,atenderéis,0.9030779,V;IND;FUT;2;PL
atender,atenderán,0.9122967,V;IND;FUT;3;PL
precipitar,precipito,0.9653956,V;IND;PRS;1;SG
precipitar,precipitas,0.96768886,V;IND;PRS;2;SG;INFM
precipitar,precipita,0.9695593,V;IND;PRS;3;SG
precipitar,precipitamos,0.96221644,V;IND;PRS;1;PL
precipitar,precipitáis,0.9467892,V;IND;PRS;2;PL
precipitar,precipitan,0.98120743,V;IND;PRS;3;PL
precipitar,precipitaba,0.9808661,V;IND;PST;IPFV;1;SG
precipitar,precipitabas,0.96114933,V;IND;PST;IPFV;2;SG;INFM
precipitar,precipitaba,0.9808661,V;IND;PST;IPFV;3;SG
precipitar,precipitábamos,0.94118893,V;IND;PST;IPFV;1;PL
precipitar,precipitabais,0.9563268,V;IND;PST;IPFV;2;PL
precipitar,precipitaban,0.9670845,V;IND;PST;IPFV;3;PL
precipitar,precipitaré,0.97575396,V;IND;FUT;1;SG
precipitar,precipitarás,0.96892047,V;IND;FUT;2;SG;INFM
precipitar,precipitará,0.9765292,V;IND;FUT;3;SG
precipitar,precipitaremos,0.95034623,V;IND;FUT;1;PL
precipitar,precipitaréis,0.93931293,V;IND;FUT;2;PL
precipitar,precipitarán,0.97632223,V;IND;FUT;3;PL
adivinar,adivino,0.9610744,V;IND;PRS;1;SG
adivinar,adivinas,0.95245,V;IND;PRS;2;SG;INFM
adivinar,adivina,0.94751006,V;IND;PRS;3;SG
adivinar,adivinamos,0.9527101,V;IND;PRS;1;PL
adivinar,adivináis,0.9581088,V;IND;PRS;2;PL
adivinar,adivinan,0.9738368,V;IND;PRS;3;PL
adivinar,adivinaba,0.92511797,V;IND;PST;IPFV;1;SG
adivinar,adivinabas,0.9358342,V;IND;PST;IPFV;2;SG;INFM
adivinar,adivinaba,0.92511797,V;IND;PST;IPFV;3;SG
adivinar,adivinábamos,0.94256556,V;IND;PST;IPFV;1;PL
adivinar,adivinabais,0.89541173,V;IND;PST;IPFV;2;PL
adivinar,adivinaban,0.9439971,V;IND;PST;IPFV;3;PL
adivinar,adivinaré,0.9700417,V;IND;FUT;1;SG
adivinar,adivinarás,0.9616255,V;IND;FUT;2;SG;INFM
adivinar,adivinará,0.96421325,V;IND;FUT;3;SG
adivinar,adivinaremos,0.94962037,V;IND;FUT;1;PL
adivinar,adivinaréis,0.9531239,V;IND;FUT;2;PL
adivinar,adivinarán,0.9604417,V;IND;FUT;3;PL
perpetuar,perpetúo,0.9534603,V;IND;PRS;1;SG
perpetuar,perpetúas,0.93422085,V;IND;PRS;2;SG;INFM
perpetuar,perpetúa,0.95451933,V;IND;PRS;3;SG
perpetuar,perpetuamos,0.94398737,V;IND;PRS;1;PL
perpetuar,perpetuáis,0.93165773,V;IND;PRS;2;PL
perpetuar,perpetúan,0.9621032,V;IND;PRS;3;PL
perpetuar,perpetuaba,0.9400477,V;IND;PST;IPFV;1;SG
perpetuar,perpetuabas,0.94757456,V;IND;PST;IPFV;2;SG;INFM
perpetuar,perpetuaba,0.9400477,V;IND;PST;IPFV;3;SG
perpetuar,perpetuábamos,0.9263362,V;IND;PST;IPFV;1;PL
perpetuar,perpetuabais,0.93332434,V;IND;PST;IPFV;2;PL
perpetuar,perpetuaban,0.9646652,V;IND;PST;IPFV;3;PL
perpetuar,perpetuaré,0.9724923,V;IND;FUT;1;SG
perpetuar,perpetuarás,0.9604352,V;IND;FUT;2;SG;INFM
perpetuar,perpetuará,0.9439209,V;IND;FUT;3;SG
perpetuar,perpetuaremos,0.9368279,V;IND;FUT;1;PL
perpetuar,perpetuaréis,0.9470186,V;IND;FUT;2;PL
perpetuar,perpetuarán,0.96254164,V;IND;FUT;3;PL
pronunciar,pronuncio,0.86910534,V;IND;PRS;1;SG
pronunciar,pronuncias,0.93977445,V;IND;PRS;2;SG;INFM
pronunciar,pronuncia,0.9433743,V;IND;PRS;3;SG
pronunciar,pronunciamos,0.9291112,V;IND;PRS;1;PL
pronunciar,pronunciáis,0.85604274,V;IND;PRS;2;PL
pronunciar,pronuncian,0.9698734,V;IND;PRS;3;PL
pronunciar,pronunciaba,0.91101277,V;IND;PST;IPFV;1;SG
pronunciar,pronunciabas,0.8932042,V;IND;PST;IPFV;2;SG;INFM
pronunciar,pronunciaba,0.91101277,V;IND;PST;IPFV;3;SG
pronunciar,pronunciábamos,0.86951125,V;IND;PST;IPFV;1;PL
pronunciar,pronunciabais,0.9044333,V;IND;PST;IPFV;2;PL
pronunciar,pronunciaban,0.91918343,V;IND;PST;IPFV;3;PL
pronunciar,pronunciaré,0.9459479,V;IND;FUT;1;SG
pronunciar,pronunciarás,0.9299921,V;IND;FUT;2;SG;INFM
pronunciar,pronunciará,0.91576517,V;IND;FUT;3;SG
pronunciar,pronunciaremos,0.9027929,V;IND;FUT;1;PL
pronunciar,pronunciaréis,0.9219874,V;IND;FUT;2;PL
pronunciar,pronunciarán,0.9237352,V;IND;FUT;3;PL
incorporar,incorporo,0.8822779,V;IND;PRS;1;SG
incorporar,incorporas,0.85239667,V;IND;PRS;2;SG;INFM
incorporar,incorpora,0.8378502,V;IND;PRS;3;SG
incorporar,incorporamos,0.8305966,V;IND;PRS;1;PL
incorporar,incorporáis,0.82656306,V;IND;PRS;2;PL
incorporar,incorporan,0.8204858,V;IND;PRS;3;PL
incorporar,incorporaba,0.80248815,V;IND;PST;IPFV;1;SG
incorporar,incorporabas,0.8069491,V;IND;PST;IPFV;2;SG;INFM
incorporar,incorporaba,0.80248815,V;IND;PST;IPFV;3;SG
incorporar,incorporábamos,0.8653937,V;IND;PST;IPFV;1;PL
incorporar,incorporabais,0.8110957,V;IND;PST;IPFV;2;PL
incorporar,incorporaban,0.8340613,V;IND;PST;IPFV;3;PL
incorporar,incorporaré,0.9162941,V;IND;FUT;1;SG
incorporar,incorporarás,0.915319,V;IND;FUT;2;SG;INFM
incorporar,incorporará,0.9229297,V;IND;FUT;3;SG
incorporar,incorporaremos,0.9023074,V;IND;FUT;1;PL
incorporar,incorporaréis,0.9094807,V;IND;FUT;2;PL
incorporar,incorporarán,0.9196796,V;IND;FUT;3;PL
heredar,heredo,0.9547931,V;IND;PRS;1;SG
heredar,heredas,0.9201511,V;IND;PRS;2;SG;INFM
heredar,hereda,0.94240695,V;IND;PRS;3;SG
heredar,heredamos,0.9453842,V;IND;PRS;1;PL
heredar,heredáis,0.89265466,V;IND;PRS;2;PL
heredar,heredan,0.96793824,V;IND;PRS;3;PL
heredar,heredaba,0.9558507,V;IND;PST;IPFV;1;SG
heredar,heredabas,0.9614282,V;IND;PST;IPFV;2;SG;INFM
heredar,heredaba,0.9558507,V;IND;PST;IPFV;3;SG
heredar,heredábamos,0.91313326,V;IND;PST;IPFV;1;PL
heredar,heredabais,0.9410648,V;IND;PST;IPFV;2;PL
heredar,heredaban,0.9604342,V;IND;PST;IPFV;3;PL
heredar,heredaré,0.9396359,V;IND;FUT;1;SG
heredar,heredarás,0.9512211,V;IND;FUT;2;SG;INFM
heredar,heredará,0.94532144,V;IND;FUT;3;SG
heredar,heredaremos,0.94955075,V;IND;FUT;1;PL
heredar,heredaréis,0.9335783,V;IND;FUT;2;PL
heredar,heredarán,0.9557771,V;IND;FUT;3;PL
endurecer,endurezco,0.8684357,V;IND;PRS;1;SG
endurecer,endureces,0.9017636,V;IND;PRS;2;SG;INFM
endurecer,endurece,0.9037597,V;IND;PRS;3;SG
endurecer,endurecemos,0.93066734,V;IND;PRS;1;PL
endurecer,endurecéis,0.8740526,V;IND;PRS;2;PL
endurecer,endurecen,0.9444217,V;IND;PRS;3;PL
endurecer,endurecía,0.8837753,V;IND;PST;IPFV;1;SG
endurecer,endurecías,0.8647973,V;IND;PST;IPFV;2;SG;INFM
endurecer,endurecía,0.8837753,V;IND;PST;IPFV;3;SG
endurecer,endurecíamos,0.84181094,V;IND;PST;IPFV;1;PL
endurecer,endurecíais,0.8876059,V;IND;PST;IPFV;2;PL
endurecer,endurecían,0.8398505,V;IND;PST;IPFV;3;PL
endurecer,endureceré,0.9177044,V;IND;FUT;1;SG
endurecer,endurecerás,0.9151124,V;IND;FUT;2;SG;INFM
endurecer,endurecerá,0.89370984,V;IND;FUT;3;SG
endurecer,endureceremos,0.8794184,V;IND;FUT;1;PL
endurecer,endureceréis,0.8941439,V;IND;FUT;2;PL
endurecer,endurecerán,0.94795084,V;IND;FUT;3;PL
incitar,incito,0.88755924,V;IND;PRS;1;SG
incitar,incitas,0.8672287,V;IND;PRS;2;SG;INFM
incitar,incita,0.9063069,V;IND;PRS;3;SG
incitar,incitamos,0.8850018,V;IND;PRS;1;PL
incitar,incitáis,0.8176087,V;IND;PRS;2;PL
incitar,incitan,0.884572,V;IND;PRS;3;PL
incitar,incitaba,0.90230143,V;IND;PST;IPFV;1;SG
incitar,incitabas,0.810372,V;IND;PST;IPFV;2;SG;INFM
incitar,incitaba,0.90230143,V;IND;PST;IPFV;3;SG
incitar,incitábamos,0.84727335,V;IND;PST;IPFV;1;PL
incitar,incitabais,0.8433824,V;IND;PST;IPFV;2;PL
incitar,incitaban,0.9053128,V;IND;PST;IPFV;3;PL
incitar,incitaré,0.9177382,V;IND;FUT;1;SG
incitar,incitarás,0.8978115,V;IND;FUT;2;SG;INFM
incitar,incitará,0.92574203,V;IND;FUT;3;SG
incitar,incitaremos,0.8887026,V;IND;FUT;1;PL
incitar,incitaréis,0.9120832,V;IND;FUT;2;PL
incitar,incitarán,0.91531867,V;IND;FUT;3;PL
confiscar,confisco,0.9517994,V;IND;PRS;1;SG
confiscar,confiscas,0.95022494,V;IND;PRS;2;SG;INFM
confiscar,confisca,0.9688717,V;IND;PRS;3;SG
confiscar,confiscamos,0.9314399,V;IND;PRS;1;PL
confiscar,confiscáis,0.8692685,V;IND;PRS;2;PL
confiscar,confiscan,0.9660648,V;IND;PRS;3;PL
confiscar,confiscaba,0.93693244,V;IND;PST;IPFV;1;SG
confiscar,confiscabas,0.92984945,V;IND;PST;IPFV;2;SG;INFM
confiscar,confiscaba,0.93693244,V;IND;PST;IPFV;3;SG
confiscar,confiscábamos,0.92213374,V;IND;PST;IPFV;1;PL
confiscar,confiscabais,0.91475856,V;IND;PST;IPFV;2;PL
confiscar,confiscaban,0.94454724,V;IND;PST;IPFV;3;PL
confiscar,confiscaré,0.9428706,V;IND;FUT;1;SG
confiscar,confiscarás,0.9554516,V;IND;FUT;2;SG;INFM
confiscar,confiscará,0.9699017,V;IND;FUT;3;SG
confiscar,confiscaremos,0.94514596,V;IND;FUT;1;PL
confiscar,confiscaréis,0.9363084,V;IND;FUT;2;PL
confiscar,confiscarán,0.940411,V;IND;FUT;3;PL
impedir,impido,0.86790305,V;IND;PRS;1;SG
impedir,impides,0.8842833,V;IND;PRS;2;SG;INFM
impedir,impide,0.8943808,V;IND;PRS;3;SG
impedir,impedimos,0.8984008,V;IND;PRS;1;PL
impedir,impiden,0.8805332,V;IND;PRS;3;PL
impedir,impedía,0.91064024,V;IND;PST;IPFV;1;SG
impedir,impedías,0.8920151,V;IND;PST;IPFV;2;SG;INFM
impedir,impedía,0.91064024,V;IND;PST;IPFV;3;SG
impedir,impedíamos,0.9018521,V;IND;PST;IPFV;1;PL
impedir,impedíais,0.89185256,V;IND;PST;IPFV;2;PL
impedir,impedían,0.90895176,V;IND;PST;IPFV;3;PL
impedir,impediré,0.8995662,V;IND;FUT;1;SG
impedir,impedirás,0.9116605,V;IND;FUT;2;SG;INFM
impedir,impedirá,0.9320195,V;IND;FUT;3;SG
impedir,impediremos,0.91823834,V;IND;FUT;1;PL
impedir,impediréis,0.90750873,V;IND;FUT;2;PL
impedir,impedirán,0.9165792,V;IND;FUT;3;PL
silbar,silbo,0.9786482,V;IND;PRS;1;SG
silbar,silbas,0.9722642,V;IND;PRS;2;SG;INFM
silbar,silba,0.9842123,V;IND;PRS;3;SG
silbar,silbamos,0.9501831,V;IND;PRS;1;PL
silbar,silbáis,0.9558898,V;IND;PRS;2;PL
silbar,silban,0.9725182,V;IND;PRS;3;PL
silbar,silbaba,0.95833486,V;IND;PST;IPFV;1;SG
silbar,silbabas,0.956467,V;IND;PST;IPFV;2;SG;INFM
silbar,silbaba,0.95833486,V;IND;PST;IPFV;3;SG
silbar,silbábamos,0.94205964,V;IND;PST;IPFV;1;PL
silbar,silbabais,0.93737954,V;IND;PST;IPFV;2;PL
silbar,silbaban,0.9644664,V;IND;PST;IPFV;3;PL
silbar,silbaré,0.96268386,V;IND;FUT;1;SG
silbar,silbarás,0.9584826,V;IND;FUT;2;SG;INFM
silbar,silbará,0.96210194,V;IND;FUT;3;SG
silbar,silbaremos,0.96127945,V;IND;FUT;1;PL
silbar,silbaréis,0.9493083,V;IND;FUT;2;PL
silbar,silbarán,0.9580974,V;IND;FUT;3;PL
osar,oso,0.88816947,V;IND;PRS;1;SG
osar,osas,0.9745393,V;IND;PRS;2;SG;INFM
osar,osa,0.9452476,V;IND;PRS;3;SG
osar,osamos,0.9037418,V;IND;PRS;1;PL
osar,osáis,0.8989745,V;IND;PRS;2;PL
osar,osan,0.9428811,V;IND;PRS;3;PL
osar,osaba,0.9534892,V;IND;PST;IPFV;1;SG
osar,osabas,0.9526761,V;IND;PST;IPFV;2;SG;INFM
osar,osaba,0.9534892,V;IND;PST;IPFV;3;SG
osar,osábamos,0.9038021,V;IND;PST;IPFV;1;PL
osar,osabais,0.9274762,V;IND;PST;IPFV;2;PL
osar,osaban,0.9086874,V;IND;PST;IPFV;3;PL
osar,osaré,0.94304395,V;IND;FUT;1;SG
osar,osarás,0.93605256,V;IND;FUT;2;SG;INFM
osar,osará,0.951634,V;IND;FUT;3;SG
osar,osaremos,0.94382685,V;IND;FUT;1;PL
osar,osaréis,0.92632216,V;IND;FUT;2;PL
osar,osarán,0.93899405,V;IND;FUT;3;PL
tostar,tuesto,0.9549607,V;IND;PRS;1;SG
tostar,tuestas,0.92916673,V;IND;PRS;2;SG;INFM
tostar,tuesta,0.9436346,V;IND;PRS;3;SG
tostar,tostamos,0.94815373,V;IND;PRS;1;PL
tostar,tostáis,0.92743564,V;IND;PRS;2;PL
tostar,tuestan,0.9281036,V;IND;PRS;3;PL
tostar,tostaba,0.9597611,V;IND;PST;IPFV;1;SG
tostar,tostabas,0.95904326,V;IND;PST;IPFV;2;SG;INFM
tostar,tostaba,0.9597611,V;IND;PST;IPFV;3;SG
tostar,tostábamos,0.9375623,V;IND;PST;IPFV;1;PL
tostar,tostabais,0.9550002,V;IND;PST;IPFV;2;PL
tostar,tostaban,0.94842404,V;IND;PST;IPFV;3;PL
tostar,tostaré,0.96366006,V;IND;FUT;1;SG
tostar,tostarás,0.9595069,V;IND;FUT;2;SG;INFM
tostar,tostará,0.9671357,V;IND;FUT;3;SG
tostar,tostaremos,0.95426524,V;IND;FUT;1;PL
tostar,tostaréis,0.9531382,V;IND;FUT;2;PL
tostar,tostarán,0.95064807,V;IND;FUT;3;PL
comparar,comparo,0.915381,V;IND;PRS;1;SG
comparar,comparas,0.9320571,V;IND;PRS;2;SG;INFM
comparar,compara,0.94833755,V;IND;PRS;3;SG
comparar,comparamos,0.937764,V;IND;PRS;1;PL
comparar,comparáis,0.8346709,V;IND;PRS;2;PL
comparar,comparan,0.9208362,V;IND;PRS;3;PL
comparar,comparaba,0.9068807,V;IND;PST;IPFV;1;SG
comparar,comparabas,0.9286045,V;IND;PST;IPFV;2;SG;INFM
comparar,comparaba,0.9068807,V;IND;PST;IPFV;3;SG
comparar,comparábamos,0.9089607,V;IND;PST;IPFV;1;PL
comparar,comparabais,0.87205327,V;IND;PST;IPFV;2;PL
comparar,comparaban,0.9384136,V;IND;PST;IPFV;3;PL
comparar,compararé,0.9657356,V;IND;FUT;1;SG
comparar,compararás,0.96857095,V;IND;FUT;2;SG;INFM
comparar,comparará,0.9643442,V;IND;FUT;3;SG
comparar,compararemos,0.9374668,V;IND;FUT;1;PL
comparar,compararéis,0.9618677,V;IND;FUT;2;PL
comparar,compararán,0.9707575,V;IND;FUT;3;PL
amparar,amparo,0.9423886,V;IND;PRS;1;SG
amparar,amparas,0.91898936,V;IND;PRS;2;SG;INFM
amparar,ampara,0.93581134,V;IND;PRS;3;SG
amparar,amparamos,0.9254029,V;IND;PRS;1;PL
amparar,amparáis,0.75325865,V;IND;PRS;2;PL
amparar,amparan,0.92610615,V;IND;PRS;3;PL
amparar,amparaba,0.9130484,V;IND;PST;IPFV;1;SG
amparar,amparabas,0.9284163,V;IND;PST;IPFV;2;SG;INFM
amparar,amparaba,0.9130484,V;IND;PST;IPFV;3;SG
amparar,amparábamos,0.9239633,V;IND;PST;IPFV;1;PL
amparar,amparabais,0.87802744,V;IND;PST;IPFV;2;PL
amparar,amparaban,0.9385576,V;IND;PST;IPFV;3;PL
amparar,ampararé,0.9586628,V;IND;FUT;1;SG
